,td,ttd_mr_per,ttd_mr_add,ttd_mr_mul,ttd_mr_inv,ttd_mr_inc,ttd_mr_exc,td_output,ttd_output_mr_per,ttd_output_mr_add,ttd_output_mr_mul,ttd_output_mr_inv,ttd_output_mr_inc,ttd_output_mr_exc,vs_str_mr_add,vs_str_mr_mul,vs_str_mr_inv,vs_str_mr_inc,vs_str_mr_exc,vs_mr_add,vs_mr_mul,vs_mr_inv,vs_mr_inc,vs_mr_exc
0,"[3, -11, 4, -28, 11, -31, -8, -21, -20, 0, -8, -8, 4, -20]","[-20, -20, -11, -8, -28, -8, 11, 4, -8, 4, 3, -21, 0, -31]","[5, -9, 6, -26, 13, -29, -6, -19, -18, 2, -6, -6, 6, -18]","[6, -22, 8, -56, 22, -62, -16, -42, -40, 0, -16, -16, 8, -40]","[0.3333333333333333, -0.09090909090909091, 0.25, -0.03571428571428571, 0.09090909090909091, -0.03225806451612903, -0.125, -0.047619047619047616, -0.05, 'ZeroDivisionError', -0.125, -0.125, 0.25, -0.05]","[3, -11, 4, -28, 11, -31, -8, -21, -20, 0, -8, -8, 4, 2, -20]","[3, -11, 4, 11, -31, -8, -21, -20, 0, -8, -8, 4, -20]",-4,15,0,-8,error,6,15,No-violate,Violate,error,No-violate,Violate,0,1,error,0,1
1,"[15, -20, -11, 9]","[-20, -11, 9, 15]","[17, -18, -9, 11]","[30, -40, -22, 18]","[0.06666666666666667, -0.05, -0.09090909090909091, 0.1111111111111111]","[2, 15, -20, -11, 9]","[-20, -11, 9]",-2,24,2,-4,0.020202020202020193,17,-2,No-violate,Violate,Violate,No-violate,No-violate,0,1,1,0,0
2,"[-12, 14, -22, -23, -6, -12, 0, -15, -12, -1, 7]","[-1, -12, -6, -15, -23, -12, 14, -12, -22, 7, 0]","[-10, 16, -20, -21, -4, -10, 2, -13, -10, 1, 9]","[-24, 28, -44, -46, -12, -24, 0, -30, -24, -2, 14]","[-0.08333333333333333, 0.07142857142857142, -0.045454545454545456, -0.043478260869565216, -0.16666666666666666, -0.08333333333333333, 'ZeroDivisionError', -0.06666666666666667, -0.08333333333333333, -1.0, 0.14285714285714285]","[-12, 14, -22, -23, -6, -12, 0, -15, -12, -1, 7, 2]","[-12, 14, -22, -23, -6, 0, -15, -12, -1, 7]",6,7,10,12,error,9,6,No-violate,No-violate,error,No-violate,No-violate,0,0,error,0,0
3,"[7, -25]","[-25, 7]","[9, -23]","[14, -50]","[0.14285714285714285, -0.04]","[2, 7, -25]",[7],-18,-18,-14,-36,0.10285714285714284,9,error,No-violate,Violate,Violate,No-violate,error,0,1,1,0,error
4,"[-22, 6, 2, -6]","[6, 2, -22, -6]","[-20, 8, 4, -4]","[-44, 12, 4, -12]","[-0.045454545454545456, 0.16666666666666666, 0.5, -0.16666666666666666]","[-22, 6, 2, 2, -6]","[-22, 6, 2]",8,8,12,16,0.6666666666666666,8,8,No-violate,No-violate,No-violate,No-violate,No-violate,0,0,0,0,0
5,[-18],[-18],[-16],[-36],[-0.05555555555555555],"[2, -18]",[],error,error,error,error,error,-16,error,error,error,error,error,error,error,error,error,error,error
6,"[4, 7, -10, 22, -19]","[-19, -10, 4, 7, 22]","[6, 9, -8, 24, -17]","[8, 14, -20, 44, -38]","[0.25, 0.14285714285714285, -0.1, 0.045454545454545456, -0.05263157894736842]","[4, 2, 7, -10, 22, -19]","[4, -10, 22, -19]",12,29,16,24,0.39285714285714285,12,12,No-violate,No-violate,No-violate,No-violate,No-violate,0,0,0,0,0
7,"[4, -2, 13, -15, -3, -10, 19, 14, -25]","[-25, 4, -3, 13, -10, 19, -15, -2, 14]","[6, 0, 15, -13, -1, -8, 21, 16, -23]","[8, -4, 26, -30, -6, -20, 38, 28, -50]","[0.25, -0.5, 0.07692307692307693, -0.06666666666666667, -0.3333333333333333, -0.1, 0.05263157894736842, 0.07142857142857142, -0.04]","[4, 2, -2, 13, -15, -3, -10, 19, 14, -25]","[4, -2, 13, -15, -3, -10, 14, -25]",33,12,37,66,0.12406015037593984,33,11,No-violate,No-violate,No-violate,No-violate,No-violate,0,0,0,0,0
8,"[10, -19, 10, -7, -30, 5, -19, -20]","[-19, 5, -7, -19, 10, -30, 10, -20]","[12, -17, 12, -5, -28, 7, -17, -18]","[20, -38, 20, -14, -60, 10, -38, -40]","[0.1, -0.05263157894736842, 0.1, -0.14285714285714285, -0.03333333333333333, 0.2, -0.05263157894736842, -0.05]","[10, -19, 10, -7, -30, 5, -19, 2, -20]","[10, -19, 10, -7, -30, 5, -20]",3,-2,7,6,0.16666666666666669,3,3,No-violate,No-violate,No-violate,No-violate,No-violate,0,0,0,0,0
9,"[4, -16, -7, -14]","[-14, 4, -16, -7]","[6, -14, -5, -12]","[8, -32, -14, -28]","[0.25, -0.0625, -0.14285714285714285, -0.07142857142857142]","[4, 2, -16, -7, -14]","[4, -16, -14]",-12,-10,-8,-24,0.1875,6,-12,No-violate,Violate,Violate,No-violate,No-violate,0,1,1,0,0
10,"[-27, -3]","[-3, -27]","[-25, -1]","[-54, -6]","[-0.037037037037037035, -0.3333333333333333]","[-27, -3, 2]",[-3],-30,-30,-26,-60,-0.37037037037037035,-1,error,No-violate,Violate,Violate,No-violate,error,0,1,1,0,error
11,"[0, 10, -2, 0]","[-2, 0, 10, 0]","[2, 12, 0, 2]","[0, 20, -4, 0]","['ZeroDivisionError', 0.1, -0.5, 'ZeroDivisionError']","[0, 2, 10, -2, 0]","[10, -2, 0]",10,10,14,20,error,12,8,No-violate,No-violate,error,No-violate,No-violate,0,0,error,0,0
12,"[-17, 23, 7, -15, 11, -23, -24, -2, -25]","[11, 23, -15, 7, -2, -17, -23, -25, -24]","[-15, 25, 9, -13, 13, -21, -22, 0, -23]","[-34, 46, 14, -30, 22, -46, -48, -4, -50]","[-0.058823529411764705, 0.043478260869565216, 0.14285714285714285, -0.06666666666666667, 0.09090909090909091, -0.043478260869565216, -0.041666666666666664, -0.5, -0.04]","[-17, 23, 7, -15, 11, -23, -24, -2, -25, 2]","[-17, 23, 7, -15, 11, -24, -2, -25]",30,34,34,60,0.18633540372670807,30,30,No-violate,No-violate,No-violate,No-violate,No-violate,0,0,0,0,0
13,"[-5, -20, -6, -3, -5, -11, -25]","[-5, -20, -5, -3, -11, -6, -25]","[-3, -18, -4, -1, -3, -9, -23]","[-10, -40, -12, -6, -10, -22, -50]","[-0.2, -0.05, -0.16666666666666666, -0.3333333333333333, -0.2, -0.09090909090909091, -0.04]","[2, -5, -20, -6, -3, -5, -11, -25]","[-5, -20, -6, -5, -11, -25]",-8,-8,-4,-16,-0.13090909090909092,-3,-11,No-violate,Violate,Violate,No-violate,No-violate,0,1,1,0,0
14,"[-24, -11, 8, -18, 12, -18, -19, 10, 3, 8, 6, -3, -6]","[10, -6, -18, -24, -19, -3, 6, -11, 8, 12, 3, -18, 8]","[-22, -9, 10, -16, 14, -16, -17, 12, 5, 10, 8, -1, -4]","[-48, -22, 16, -36, 24, -36, -38, 20, 6, 16, 12, -6, -12]","[-0.041666666666666664, -0.09090909090909091, 0.125, -0.05555555555555555, 0.08333333333333333, -0.05555555555555555, -0.05263157894736842, 0.1, 0.3333333333333333, 0.125, 0.16666666666666666, -0.3333333333333333, -0.16666666666666666]","[-24, -11, 8, -18, 12, 2, -18, -19, 10, 3, 8, 6, -3, -6]","[-24, -11, -18, 12, -18, -19, 10, 3, 8, 6, -3, -6]",14,20,18,28,0.4583333333333333,14,14,No-violate,No-violate,No-violate,No-violate,No-violate,0,0,0,0,0
15,[],[],[],[],[],[2],[],error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error
16,"[-27, -2, -18, -1, -7, 17, 5, -25]","[5, 17, -7, -18, -27, -2, -25, -1]","[-25, 0, -16, 1, -5, 19, 7, -23]","[-54, -4, -36, -2, -14, 34, 10, -50]","[-0.037037037037037035, -0.5, -0.05555555555555555, -1.0, -0.14285714285714285, 0.058823529411764705, 0.2, -0.04]","[-27, -2, -18, 2, -1, -7, 17, 5, -25]","[-27, -2, -1, -7, 17, 5, -25]",22,22,26,44,0.25882352941176473,22,22,No-violate,No-violate,No-violate,No-violate,No-violate,0,0,0,0,0
17,"[-13, 21, 18, -20, -29, -2, 2, -11, -16]","[-11, 18, -13, -29, 2, 21, -2, -20, -16]","[-11, 23, 20, -18, -27, 0, 4, -9, -14]","[-26, 42, 36, -40, -58, -4, 4, -22, -32]","[-0.07692307692307693, 0.047619047619047616, 0.05555555555555555, -0.05, -0.034482758620689655, -0.5, 0.5, -0.09090909090909091, -0.0625]","[-13, 21, 18, -20, -29, 2, -2, 2, -11, -16]","[-13, 21, 18, -20, -29, -2, 2, -16]",39,23,43,78,0.40909090909090906,39,39,No-violate,No-violate,No-violate,No-violate,No-violate,0,0,0,0,0
18,"[15, -28, 21, -27, -3, -6, -27]","[-27, 15, -28, -27, -3, 21, -6]","[17, -26, 23, -25, -1, -4, -25]","[30, -56, 42, -54, -6, -12, -54]","[0.06666666666666667, -0.03571428571428571, 0.047619047619047616, -0.037037037037037035, -0.3333333333333333, -0.16666666666666666, -0.037037037037037035]","[15, -28, 21, -27, -3, -6, -27, 2]","[15, -28, 21, -27, -6, -27]",-6,18,-2,-12,0.030952380952380953,-6,-6,No-violate,Violate,Violate,No-violate,No-violate,0,1,1,0,0
19,"[-4, -25, 24, 14, 23, -16, -21, -24, -16, -25, -9, 14]","[24, 14, -16, 23, -25, -25, -24, 14, -16, -4, -9, -21]","[-2, -23, 26, 16, 25, -14, -19, -22, -14, -23, -7, 16]","[-8, -50, 48, 28, 46, -32, -42, -48, -32, -50, -18, 28]","[-0.25, -0.04, 0.041666666666666664, 0.07142857142857142, 0.043478260869565216, -0.0625, -0.047619047619047616, -0.041666666666666664, -0.0625, -0.04, -0.1111111111111111, 0.07142857142857142]","[-4, -25, 24, 14, 2, 23, -16, -21, -24, -16, -25, -9, 14]","[-4, -25, 24, 23, -16, -21, -24, -16, -25, -9, 14]",38,38,42,76,0.11490683229813664,38,47,No-violate,No-violate,No-violate,No-violate,Violate,0,0,0,0,1
20,"[-9, -3, 0, 17, -10, 9]","[-3, 9, 0, -10, -9, 17]","[-7, -1, 2, 19, -8, 11]","[-18, -6, 0, 34, -20, 18]","[-0.1111111111111111, -0.3333333333333333, 'ZeroDivisionError', 0.058823529411764705, -0.1, 0.1111111111111111]","[-9, -3, 0, 17, -10, 9, 2]","[-9, -3, 0, 17, -10]",17,9,21,34,error,17,17,No-violate,No-violate,error,No-violate,No-violate,0,0,error,0,0
21,"[-17, -9, 5, -14, 2, -19, -4, 0, -17, -24, -25, 18, -16]","[-14, -25, -19, -9, -16, -4, -17, -24, 18, -17, 2, 0, 5]","[-15, -7, 7, -12, 4, -17, -2, 2, -15, -22, -23, 20, -14]","[-34, -18, 10, -28, 4, -38, -8, 0, -34, -48, -50, 36, -32]","[-0.058823529411764705, -0.1111111111111111, 0.2, -0.07142857142857142, 0.5, -0.05263157894736842, -0.25, 'ZeroDivisionError', -0.058823529411764705, -0.041666666666666664, -0.04, 0.05555555555555555, -0.0625]","[-17, -9, 5, -14, 2, 2, -19, -4, 0, -17, -24, -25, 18, -16]","[-17, -9, 5, -14, -19, -4, 0, -17, -24, -25, 18, -16]",2,5,6,4,error,4,2,No-violate,No-violate,error,No-violate,No-violate,0,0,error,0,0
22,"[11, -23, 0, 8, -25, -6, 1, 5, -4, -15, 3, 6, -22]","[-15, 8, 6, -23, 3, -4, -22, 11, -6, 1, 0, -25, 5]","[13, -21, 2, 10, -23, -4, 3, 7, -2, -13, 5, 8, -20]","[22, -46, 0, 16, -50, -12, 2, 10, -8, -30, 6, 12, -44]","[0.09090909090909091, -0.043478260869565216, 'ZeroDivisionError', 0.125, -0.04, -0.16666666666666666, 1.0, 0.2, -0.25, -0.06666666666666667, 0.3333333333333333, 0.16666666666666666, -0.045454545454545456]","[11, -23, 0, 8, 2, -25, -6, 1, 5, -4, -15, 3, 6, -22]","[11, -23, 0, 8, -25, -6, 1, 5, -4, 3, 6, -22]",9,14,13,18,error,10,9,No-violate,No-violate,error,No-violate,No-violate,0,0,error,0,0
23,"[-22, 27, -23, -22, 16, 10, 18, 23, 5, 19, 1, 16, -5]","[27, -23, 16, 1, -5, 18, 19, 5, -22, 10, 23, 16, -22]","[-20, 29, -21, -20, 18, 12, 20, 25, 7, 21, 3, 18, -3]","[-44, 54, -46, -44, 32, 20, 36, 46, 10, 38, 2, 32, -10]","[-0.045454545454545456, 0.037037037037037035, -0.043478260869565216, -0.045454545454545456, 0.0625, 0.1, 0.05555555555555555, 0.043478260869565216, 0.2, 0.05263157894736842, 1.0, 0.0625, -0.2]","[-22, 27, -23, -22, 16, 10, 18, 23, 5, 19, 1, 16, -5, 2]","[-22, 27, -23, -22, 16, 10, 23, 5, 19, 1, 16, -5]",41,39,45,82,1.0625,41,33,No-violate,No-violate,No-violate,No-violate,No-violate,0,0,0,0,0
24,"[2, -2, 29, 18, 29, 6, 22, 4, 19, 1, 31]","[-2, 19, 4, 31, 6, 18, 22, 29, 29, 2, 1]","[4, 0, 31, 20, 31, 8, 24, 6, 21, 3, 33]","[4, -4, 58, 36, 58, 12, 44, 8, 38, 2, 62]","[0.5, -0.5, 0.034482758620689655, 0.05555555555555555, 0.034482758620689655, 0.16666666666666666, 0.045454545454545456, 0.25, 0.05263157894736842, 1.0, 0.03225806451612903]","[2, 2, -2, 29, 18, 29, 6, 22, 4, 19, 1, 31]","[2, -2, 29, 18, 29, 22, 4, 19, 1, 31]",47,58,51,94,1.0526315789473684,47,51,No-violate,No-violate,No-violate,No-violate,Violate,0,0,0,0,1
25,"[-17, -11, 23, 16, 9, 16, 12]","[9, 23, 16, -17, -11, 12, 16]","[-15, -9, 25, 18, 11, 18, 14]","[-34, -22, 46, 32, 18, 32, 24]","[-0.058823529411764705, -0.09090909090909091, 0.043478260869565216, 0.0625, 0.1111111111111111, 0.0625, 0.08333333333333333]","[-17, -11, 23, 16, 9, 16, 2, 12]","[-17, -11, 23, 9, 16, 12]",39,39,43,78,0.1736111111111111,39,32,No-violate,No-violate,No-violate,No-violate,No-violate,0,0,0,0,0
26,"[14, 4, 13, -15, 12, 0, -8]","[4, 0, 13, 12, -8, -15, 14]","[16, 6, 15, -13, 14, 2, -6]","[28, 8, 26, -30, 24, 0, -16]","[0.07142857142857142, 0.25, 0.07692307692307693, -0.06666666666666667, 0.08333333333333333, 'ZeroDivisionError', -0.125]","[14, 4, 13, 2, -15, 12, 0, -8]","[14, 4, -15, 12, 0, -8]",18,25,22,36,error,18,18,No-violate,No-violate,error,No-violate,No-violate,0,0,error,0,0
27,"[-17, 10, -28, -7, -9, 11, -23, -1, -4, -15, 21]","[10, -17, -7, 21, -4, 11, -15, -9, -28, -1, -23]","[-15, 12, -26, -5, -7, 13, -21, 1, -2, -13, 23]","[-34, 20, -56, -14, -18, 22, -46, -2, -8, -30, 42]","[-0.058823529411764705, 0.1, -0.03571428571428571, -0.14285714285714285, -0.1111111111111111, 0.09090909090909091, -0.043478260869565216, -1.0, -0.25, -0.06666666666666667, 0.047619047619047616]","[-17, 10, -28, -7, 2, -9, 11, -23, -1, -4, -15, 21]","[-17, 10, -28, -7, -9, 11, -23, -1, -4, -15]",6,17,10,12,0.0642857142857143,6,2,No-violate,No-violate,No-violate,No-violate,No-violate,0,0,0,0,0
28,"[-9, -25]","[-25, -9]","[-7, -23]","[-18, -50]","[-0.1111111111111111, -0.04]","[2, -9, -25]",[-25],-34,-34,-30,-68,-0.1511111111111111,-7,error,No-violate,Violate,Violate,No-violate,error,0,1,1,0,error
29,"[-15, 0, 10, 0, -14, 13]","[13, 0, 0, -15, 10, -14]","[-13, 2, 12, 2, -12, 15]","[-30, 0, 20, 0, -28, 26]","[-0.06666666666666667, 'ZeroDivisionError', 0.1, 'ZeroDivisionError', -0.07142857142857142, 0.07692307692307693]","[-15, 0, 10, 0, 2, -14, 13]","[-15, 0, 0, -14, 13]",10,13,14,20,error,10,0,No-violate,No-violate,error,No-violate,No-violate,0,0,error,0,0
30,"[25, 26, 7, 14, 23]","[7, 26, 25, 23, 14]","[27, 28, 9, 16, 25]","[50, 52, 14, 28, 46]","[0.04, 0.038461538461538464, 0.14285714285714285, 0.07142857142857142, 0.043478260869565216]","[25, 2, 26, 7, 14, 23]","[25, 7, 14, 23]",51,51,55,102,0.21428571428571427,37,37,No-violate,No-violate,No-violate,Violate,No-violate,0,0,0,1,0
31,"[4, -22, 2, -12, 3, -12, -13, -19, 15, -17]","[4, -12, -13, -22, 15, -17, 3, -19, 2, -12]","[6, -20, 4, -10, 5, -10, -11, -17, 17, -15]","[8, -44, 4, -24, 6, -24, -26, -38, 30, -34]","[0.25, -0.045454545454545456, 0.5, -0.08333333333333333, 0.3333333333333333, -0.08333333333333333, -0.07692307692307693, -0.05263157894736842, 0.06666666666666667, -0.058823529411764705]","[4, -22, 2, -12, 3, 2, -12, -13, -19, 15, -17]","[4, -22, 2, -12, 3, -12, -19, 15, -17]",-2,-2,2,-4,0.45454545454545453,5,-2,No-violate,Violate,Violate,No-violate,No-violate,0,1,1,0,0
32,"[12, -17, -3, -20]","[-20, -17, 12, -3]","[14, -15, -1, -18]","[24, -34, -6, -40]","[0.08333333333333333, -0.058823529411764705, -0.3333333333333333, -0.05]","[12, -17, -3, -20, 2]","[12, -3, -20]",-5,9,-1,-10,0.024509803921568624,-5,9,No-violate,Violate,Violate,No-violate,Violate,0,1,1,0,1
33,"[14, 24, -5, -21, 26, 22, -3, -15]","[22, 24, 14, -3, -5, -15, 26, -21]","[16, 26, -3, -19, 28, 24, -1, -13]","[28, 48, -10, -42, 52, 44, -6, -30]","[0.07142857142857142, 0.041666666666666664, -0.2, -0.047619047619047616, 0.038461538461538464, 0.045454545454545456, -0.3333333333333333, -0.06666666666666667]","[14, 24, -5, -21, 26, 22, -3, -15, 2]","[14, -5, -21, 26, 22, -3, -15]",48,46,52,96,0.11309523809523808,48,48,No-violate,No-violate,No-violate,No-violate,No-violate,0,0,0,0,0
34,"[11, 19, 22, -2, -3, -13, 3, 24, -3, -1, 7]","[-3, 22, -3, 19, 7, 3, -13, -1, 11, -2, 24]","[13, 21, 24, 0, -1, -11, 5, 26, -1, 1, 9]","[22, 38, 44, -4, -6, -26, 6, 48, -6, -2, 14]","[0.09090909090909091, 0.05263157894736842, 0.045454545454545456, -0.5, -0.3333333333333333, -0.07692307692307693, 0.3333333333333333, 0.041666666666666664, -0.3333333333333333, -1.0, 0.14285714285714285]","[11, 2, 19, 22, -2, -3, -13, 3, 24, -3, -1, 7]","[11, 19, 22, -2, -3, -13, 3, 24, -3, -1]",41,26,45,82,0.375,41,41,No-violate,No-violate,No-violate,No-violate,No-violate,0,0,0,0,0
35,"[6, -13]","[-13, 6]","[8, -11]","[12, -26]","[0.16666666666666666, -0.07692307692307693]","[6, 2, -13]",[6],-7,-7,-3,-14,0.08974358974358973,8,error,No-violate,Violate,Violate,No-violate,error,0,1,1,0,error
36,"[-30, 11, -8, 0, -30, 11]","[-30, 0, 11, 11, -8, -30]","[-28, 13, -6, 2, -28, 13]","[-60, 22, -16, 0, -60, 22]","[-0.03333333333333333, 0.09090909090909091, -0.125, 'ZeroDivisionError', -0.03333333333333333, 0.09090909090909091]","[-30, 11, -8, 0, 2, -30, 11]","[-30, 11, 0, -30, 11]",3,22,7,6,error,3,11,No-violate,No-violate,error,No-violate,Violate,0,0,error,0,1
37,"[15, 9, 9, -17, 6, 19, 4, -9, 21, 12, 11, 19, 20, 12]","[-17, 15, 4, -9, 12, 6, 11, 12, 9, 20, 9, 19, 21, 19]","[17, 11, 11, -15, 8, 21, 6, -7, 23, 14, 13, 21, 22, 14]","[30, 18, 18, -34, 12, 38, 8, -18, 42, 24, 22, 38, 40, 24]","[0.06666666666666667, 0.1111111111111111, 0.1111111111111111, -0.058823529411764705, 0.16666666666666666, 0.05263157894736842, 0.25, -0.1111111111111111, 0.047619047619047616, 0.08333333333333333, 0.09090909090909091, 0.05263157894736842, 0.05, 0.08333333333333333]","[15, 9, 9, -17, 6, 19, 4, -9, 21, 12, 11, 19, 20, 12, 2]","[15, 9, 9, -17, 6, 19, 4, -9, 21, 11, 19, 20, 12]",39,40,43,78,0.3026315789473684,39,39,No-violate,No-violate,No-violate,No-violate,No-violate,0,0,0,0,0
38,"[-32, -23, 19, 22, 15, -5, -19]","[-32, 15, 19, -19, -23, -5, 22]","[-30, -21, 21, 24, 17, -3, -17]","[-64, -46, 38, 44, 30, -10, -38]","[-0.03125, -0.043478260869565216, 0.05263157894736842, 0.045454545454545456, 0.06666666666666667, -0.2, -0.05263157894736842]","[-32, -23, 2, 19, 22, 15, -5, -19]","[-32, -23, 19, 22, 15, -5]",41,34,45,82,0.11212121212121212,41,41,No-violate,No-violate,No-violate,No-violate,No-violate,0,0,0,0,0
39,"[-14, -16, 13, -18, -10]","[13, -16, -18, -14, -10]","[-12, -14, 15, -16, -8]","[-28, -32, 26, -36, -20]","[-0.07142857142857142, -0.0625, 0.07692307692307693, -0.05555555555555555, -0.1]","[2, -14, -16, 13, -18, -10]","[-14, 13, -18, -10]",-3,-3,1,-6,0.021367521367521375,-3,-1,No-violate,Violate,Violate,No-violate,Violate,0,1,1,0,1
40,"[9, -4, -3, 20, -15, -15, 27]","[20, -3, -15, 9, -4, 27, -15]","[11, -2, -1, 22, -13, -13, 29]","[18, -8, -6, 40, -30, -30, 54]","[0.1111111111111111, -0.25, -0.3333333333333333, 0.05, -0.06666666666666667, -0.06666666666666667, 0.037037037037037035]","[9, -4, -3, 20, -15, -15, 2, 27]","[9, -4, -3, 20, -15, 27]",17,23,21,34,-0.016666666666666663,29,17,No-violate,No-violate,No-violate,No-violate,No-violate,0,0,0,0,0
41,"[-16, 24, -1, -8, 16, -1]","[-16, -8, -1, -1, 24, 16]","[-14, 26, 1, -6, 18, 1]","[-32, 48, -2, -16, 32, -2]","[-0.0625, 0.041666666666666664, -1.0, -0.125, 0.0625, -1.0]","[-16, 24, -1, 2, -8, 16, -1]","[-16, -1, -8, 16, -1]",23,40,27,46,-0.020833333333333336,23,15,No-violate,No-violate,No-violate,No-violate,No-violate,0,0,0,0,0
42,"[-1, 13, 22, -9, 27, 0]","[0, 27, 13, -9, -1, 22]","[1, 15, 24, -7, 29, 2]","[-2, 26, 44, -18, 54, 0]","[-1.0, 0.07692307692307693, 0.045454545454545456, -0.1111111111111111, 0.037037037037037035, 'ZeroDivisionError']","[-1, 13, 22, 2, -9, 27, 0]","[-1, 13, -9, 27, 0]",35,40,39,70,error,35,27,No-violate,No-violate,error,No-violate,No-violate,0,0,error,0,0
43,[],[],[],[],[],[2],[],error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error
44,"[1, 26, 22, -10, 20, 4]","[26, -10, 1, 20, 22, 4]","[3, 28, 24, -8, 22, 6]","[2, 52, 44, -20, 40, 8]","[1.0, 0.038461538461538464, 0.045454545454545456, -0.1, 0.05, 0.25]","[1, 26, 2, 22, -10, 20, 4]","[26, 22, -10, 20, 4]",48,42,52,96,1.0384615384615385,28,48,No-violate,No-violate,No-violate,Violate,No-violate,0,0,0,1,0
45,[5],[5],[7],[10],[0.2],"[5, 2]",[],error,error,error,error,error,7,error,error,error,error,error,error,error,error,error,error,error
46,"[-12, 23, 0, -16, 2, -6, -5]","[-16, 23, -12, 2, -5, 0, -6]","[-10, 25, 2, -14, 4, -4, -3]","[-24, 46, 0, -32, 4, -12, -10]","[-0.08333333333333333, 0.043478260869565216, 'ZeroDivisionError', -0.0625, 0.5, -0.16666666666666666, -0.2]","[-12, 23, 0, -16, 2, 2, -6, -5]","[-12, 23, 0, -16, -6, -5]",23,11,27,46,error,23,23,No-violate,No-violate,error,No-violate,No-violate,0,0,error,0,0
47,"[11, 8, 10, 7, -17, 25, 5, 21, 25, 6, 19, -1]","[10, -17, 8, 25, 11, 25, 21, 6, 7, 19, 5, -1]","[13, 10, 12, 9, -15, 27, 7, 23, 27, 8, 21, 1]","[22, 16, 20, 14, -34, 50, 10, 42, 50, 12, 38, -2]","[0.09090909090909091, 0.125, 0.1, 0.14285714285714285, -0.058823529411764705, 0.04, 0.2, 0.047619047619047616, 0.04, 0.16666666666666666, 0.05263157894736842, -1.0]","[11, 8, 10, 7, -17, 2, 25, 5, 21, 25, 6, 19, -1]","[11, 10, 7, -17, 25, 5, 21, 25, 6, 19, -1]",46,46,50,92,0.24761904761904763,46,46,No-violate,No-violate,No-violate,No-violate,No-violate,0,0,0,0,0
48,[],[],[],[],[],[2],[],error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error
49,"[7, 3, -7, -10, -10, 20, 14, -5, -10, 0, 16, 1, 22]","[1, 7, -10, 16, 14, -10, -7, 20, -5, 3, -10, 0, 22]","[9, 5, -5, -8, -8, 22, 16, -3, -8, 2, 18, 3, 24]","[14, 6, -14, -20, -20, 40, 28, -10, -20, 0, 32, 2, 44]","[0.14285714285714285, 0.3333333333333333, -0.14285714285714285, -0.1, -0.1, 0.05, 0.07142857142857142, -0.2, -0.1, 'ZeroDivisionError', 0.0625, 1.0, 0.045454545454545456]","[7, 3, -7, 2, -10, -10, 20, 14, -5, -10, 0, 16, 1, 22]","[7, 3, -7, -10, -10, 20, 14, -5, -10, 0, 16, 1]",34,30,38,68,error,34,34,No-violate,No-violate,error,No-violate,No-violate,0,0,error,0,0
50,"[20, -17, 6]","[6, -17, 20]","[22, -15, 8]","[40, -34, 12]","[0.05, -0.058823529411764705, 0.16666666666666666]","[20, -17, 6, 2]","[20, -17]",3,3,7,6,0.10784313725490195,8,3,No-violate,No-violate,No-violate,No-violate,No-violate,0,0,0,0,0
51,"[-19, -17, -16, 24, 14, -21, 13, -26, -26, 21, -17]","[-21, 14, -16, -17, 24, 21, -26, -26, -19, 13, -17]","[-17, -15, -14, 26, 16, -19, 15, -24, -24, 23, -15]","[-38, -34, -32, 48, 28, -42, 26, -52, -52, 42, -34]","[-0.05263157894736842, -0.058823529411764705, -0.0625, 0.041666666666666664, 0.07142857142857142, -0.047619047619047616, 0.07692307692307693, -0.038461538461538464, -0.038461538461538464, 0.047619047619047616, -0.058823529411764705]","[2, -19, -17, -16, 24, 14, -21, 13, -26, -26, 21, -17]","[-19, -17, -16, 24, 14, -21, 13, -26, 21, -17]",38,45,42,76,0.11309523809523808,38,38,No-violate,No-violate,No-violate,No-violate,No-violate,0,0,0,0,0
52,"[-20, -14, 6, -14, 0, -20, 6, 11, 10]","[-20, -20, 6, 10, 11, 6, 0, -14, -14]","[-18, -12, 8, -12, 2, -18, 8, 13, 12]","[-40, -28, 12, -28, 0, -40, 12, 22, 20]","[-0.05, -0.07142857142857142, 0.16666666666666666, -0.07142857142857142, 'ZeroDivisionError', -0.05, 0.16666666666666666, 0.09090909090909091, 0.1]","[2, -20, -14, 6, -14, 0, -20, 6, 11, 10]","[-20, -14, 6, -14, 0, -20, 11, 10]",21,21,25,42,error,21,21,No-violate,No-violate,error,No-violate,No-violate,0,0,error,0,0
53,[],[],[],[],[],[2],[],error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error
