,td,ttd_mr_per,ttd_mr_add,ttd_mr_mul,ttd_mr_inv,ttd_mr_inc,ttd_mr_exc,td_output,ttd_output_mr_per,ttd_output_mr_add,ttd_output_mr_mul,ttd_output_mr_inv,ttd_output_mr_inc,ttd_output_mr_exc,vs_str_mr_add,vs_str_mr_mul,vs_str_mr_inv,vs_str_mr_inc,vs_str_mr_exc,vs_mr_add,vs_mr_mul,vs_mr_inv,vs_mr_inc,vs_mr_exc
1553,"[4, 19, 9, -11, -15, -2, -8, 1, -1, -3]","[-1, 19, -2, -15, 4, -8, -3, -11, 9, 1]","[6, 21, 11, -9, -13, 0, -6, 3, 1, -1]","[8, 38, 18, -22, -30, -4, -16, 2, -2, -6]","[0.25, 0.05263157894736842, 0.1111111111111111, -0.09090909090909091, -0.06666666666666667, -0.5, -0.125, 1.0, -1.0, -0.3333333333333333]","[4, 19, 9, -11, -15, -2, -8, 1, -1, -3, 2]","[4, 19, 9, -11, -15, -2, -8, 1, -3]",28,18,32,56,0.875,28,28,No-violate,No-violate,No-violate,No-violate,No-violate,0,0,0,0,0
1554,"[-8, 2, -7, -4, 5, -1, -5, -9, -5, -11]","[5, -9, -11, -1, 2, -5, -4, -5, -7, -8]","[-6, 4, -5, -2, 7, 1, -3, -7, -3, -9]","[-16, 4, -14, -8, 10, -2, -10, -18, -10, -22]","[-0.125, 0.5, -0.14285714285714285, -0.25, 0.2, -1.0, -0.2, -0.1111111111111111, -0.2, -0.09090909090909091]","[-8, 2, -7, 2, -4, 5, -1, -5, -9, -5, -11]","[-8, 2, -7, 5, -1, -5, -9, -5, -11]",4,1,8,8,0.375,4,4,No-violate,No-violate,No-violate,No-violate,No-violate,0,0,0,0,0
1555,"[-5, -2]","[-2, -5]","[-3, 0]","[-10, -4]","[-0.2, -0.5]","[2, -5, -2]",[-5],-7,-7,-3,-14,-0.7,-3,error,No-violate,Violate,Violate,No-violate,error,0,1,1,0,error
1556,"[26, 17, 5, -31, 21, 13, -23, -23]","[-23, 5, -31, 13, -23, 26, 17, 21]","[28, 19, 7, -29, 23, 15, -21, -21]","[52, 34, 10, -62, 42, 26, -46, -46]","[0.038461538461538464, 0.058823529411764705, 0.2, -0.03225806451612903, 0.047619047619047616, 0.07692307692307693, -0.043478260869565216, -0.043478260869565216]","[26, 17, 5, -31, 2, 21, 13, -23, -23]","[26, 17, 5, -31, 21, -23, -23]",43,43,47,86,0.25882352941176473,43,43,No-violate,No-violate,No-violate,No-violate,No-violate,0,0,0,0,0
1557,[],[],[],[],[],[2],[],error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error
1558,"[-3, -3, 17, 15, 12, -22, -10, 7, 7, 7, -15, -12, 6]","[12, -10, -3, -22, 17, 7, -3, 7, 15, -15, -12, 6, 7]","[-1, -1, 19, 17, 14, -20, -8, 9, 9, 9, -13, -10, 8]","[-6, -6, 34, 30, 24, -44, -20, 14, 14, 14, -30, -24, 12]","[-0.3333333333333333, -0.3333333333333333, 0.058823529411764705, 0.06666666666666667, 0.08333333333333333, -0.045454545454545456, -0.1, 0.14285714285714285, 0.14285714285714285, 0.14285714285714285, -0.06666666666666667, -0.08333333333333333, 0.16666666666666666]","[-3, -3, 17, 2, 15, 12, -22, -10, 7, 7, 7, -15, -12, 6]","[-3, -3, 17, 15, 12, -22, -10, 7, 7, 7, -15, -12]",32,24,36,64,0.2857142857142857,27,32,No-violate,No-violate,No-violate,Violate,No-violate,0,0,0,1,0
1559,"[19, 10, -14, 13, -17, 11, -21, -18, 21]","[13, 21, -21, -18, -14, 11, 10, -17, 19]","[21, 12, -12, 15, -15, 13, -19, -16, 23]","[38, 20, -28, 26, -34, 22, -42, -36, 42]","[0.05263157894736842, 0.1, -0.07142857142857142, 0.07692307692307693, -0.058823529411764705, 0.09090909090909091, -0.047619047619047616, -0.05555555555555555, 0.047619047619047616]","[19, 10, -14, 13, -17, 11, -21, 2, -18, 21]","[19, -14, 13, -17, 11, -21, -18, 21]",29,34,33,58,0.15263157894736842,29,5,No-violate,No-violate,No-violate,No-violate,No-violate,0,0,0,0,0
1560,"[-15, -21, 7, -23, -16, -14, 9, -2, -27, -8, -10, -14]","[-15, -23, -14, -27, -21, -10, -14, -16, -8, -2, 9, 7]","[-13, -19, 9, -21, -14, -12, 11, 0, -25, -6, -8, -12]","[-30, -42, 14, -46, -32, -28, 18, -4, -54, -16, -20, -28]","[-0.06666666666666667, -0.047619047619047616, 0.14285714285714285, -0.043478260869565216, -0.0625, -0.07142857142857142, 0.1111111111111111, -0.5, -0.037037037037037035, -0.125, -0.1, -0.07142857142857142]","[-15, -21, 7, -23, -16, -14, 9, -2, 2, -27, -8, -10, -14]","[-15, -21, 7, -23, -14, 9, -2, -27, -8, -10, -14]",7,16,11,14,0.09937888198757763,7,7,No-violate,No-violate,No-violate,No-violate,No-violate,0,0,0,0,0
1561,"[-5, 14, 8, -11, 1, -21, -16]","[-21, -5, 14, 8, 1, -16, -11]","[-3, 16, 10, -9, 3, -19, -14]","[-10, 28, 16, -22, 2, -42, -32]","[-0.2, 0.07142857142857142, 0.125, -0.09090909090909091, 1.0, -0.047619047619047616, -0.0625]","[-5, 14, 8, -11, 1, -21, -16, 2]","[-5, 14, -11, 1, -21, -16]",22,22,26,44,0.9523809523809523,22,9,No-violate,No-violate,No-violate,No-violate,No-violate,0,0,0,0,0
1562,"[-14, 1, -31, -32]","[-14, -31, 1, -32]","[-12, 3, -29, -30]","[-28, 2, -62, -64]","[-0.07142857142857142, 1.0, -0.03225806451612903, -0.03125]","[-14, 1, 2, -31, -32]","[-14, 1, -31]",-13,-30,-9,-26,0.967741935483871,3,-13,No-violate,Violate,Violate,No-violate,No-violate,0,1,1,0,0
1563,"[-8, -18, -23, -29, -2, -19]","[-23, -18, -2, -8, -19, -29]","[-6, -16, -21, -27, 0, -17]","[-16, -36, -46, -58, -4, -38]","[-0.125, -0.05555555555555555, -0.043478260869565216, -0.034482758620689655, -0.5, -0.05263157894736842]","[-8, -18, -23, -29, 2, -2, -19]","[-8, -18, -23, -2, -19]",-21,-10,-17,-42,-0.07796101949025487,0,-21,No-violate,Violate,Violate,No-violate,No-violate,0,1,1,0,0
1564,"[-18, -1, 0, 9, 23, -2, -6]","[23, -6, 0, -18, 9, -1, -2]","[-16, 1, 2, 11, 25, 0, -4]","[-36, -2, 0, 18, 46, -4, -12]","[-0.05555555555555555, -1.0, 'ZeroDivisionError', 0.1111111111111111, 0.043478260869565216, -0.5, -0.16666666666666666]","[-18, -1, 0, 2, 9, 23, -2, -6]","[-18, 0, 9, 23, -2, -6]",32,17,36,64,error,32,32,No-violate,No-violate,error,No-violate,No-violate,0,0,error,0,0
1565,"[6, -21, -7, -22, 24]","[-7, 6, -21, -22, 24]","[8, -19, -5, -20, 26]","[12, -42, -14, -44, 48]","[0.16666666666666666, -0.047619047619047616, -0.14285714285714285, -0.045454545454545456, 0.041666666666666664]","[6, -21, -7, -22, 24, 2]","[-21, -7, -22, 24]",2,2,6,4,0.11904761904761904,26,2,No-violate,No-violate,No-violate,No-violate,No-violate,0,0,0,0,0
1566,"[15, -16, -9, -5, -18, -2, -15, 5, 7, -12, 10, 12, -5, 12]","[12, 10, -5, 12, 15, 7, -18, 5, -15, -9, -5, -16, -2, -12]","[17, -14, -7, -3, -16, 0, -13, 7, 9, -10, 12, 14, -3, 14]","[30, -32, -18, -10, -36, -4, -30, 10, 14, -24, 20, 24, -10, 24]","[0.06666666666666667, -0.0625, -0.1111111111111111, -0.2, -0.05555555555555555, -0.5, -0.06666666666666667, 0.2, 0.14285714285714285, -0.08333333333333333, 0.1, 0.08333333333333333, -0.2, 0.08333333333333333]","[15, -16, -9, -5, -18, -2, -15, 5, 7, -12, 10, 2, 12, -5, 12]","[15, -16, -9, -5, -18, -2, -15, 5, 7, 10, 12, -5, 12]",22,27,26,44,0.34285714285714286,14,22,No-violate,No-violate,No-violate,Violate,No-violate,0,0,0,1,0
1567,"[13, 1, -2, 10, 18]","[1, 18, 10, 13, -2]","[15, 3, 0, 12, 20]","[26, 2, -4, 20, 36]","[0.07692307692307693, 1.0, -0.5, 0.1, 0.05555555555555555]","[13, 1, -2, 10, 18, 2]","[13, 1, -2, 18]",28,28,32,56,1.0769230769230769,28,16,No-violate,No-violate,No-violate,No-violate,No-violate,0,0,0,0,0
1568,"[-10, 2, 20, -22, 22, 15, 16, 22, 25, 23, 6]","[-10, -22, 22, 23, 25, 6, 20, 2, 16, 15, 22]","[-8, 4, 22, -20, 24, 17, 18, 24, 27, 25, 8]","[-20, 4, 40, -44, 44, 30, 32, 44, 50, 46, 12]","[-0.1, 0.5, 0.05, -0.045454545454545456, 0.045454545454545456, 0.06666666666666667, 0.0625, 0.045454545454545456, 0.04, 0.043478260869565216, 0.16666666666666666]","[-10, 2, 2, 20, -22, 22, 15, 16, 22, 25, 23, 6]","[-10, 2, 20, -22, 22, 15, 16, 22, 25, 6]",48,48,52,96,0.55,48,47,No-violate,No-violate,No-violate,No-violate,No-violate,0,0,0,0,0
1569,"[-19, -18, -16, -15, -25]","[-25, -16, -19, -15, -18]","[-17, -16, -14, -13, -23]","[-38, -36, -32, -30, -50]","[-0.05263157894736842, -0.05555555555555555, -0.0625, -0.06666666666666667, -0.04]","[2, -19, -18, -16, -15, -25]","[-19, -16, -15, -25]",-31,-33,-27,-62,-0.10666666666666666,-17,-31,No-violate,Violate,Violate,No-violate,No-violate,0,1,1,0,0
1570,"[-1, 18, -4, -5]","[-5, -1, -4, 18]","[1, 20, -2, -3]","[-2, 36, -8, -10]","[-1.0, 0.05555555555555555, -0.25, -0.2]","[-1, 18, 2, -4, -5]","[-1, -4, -5]",17,14,21,34,-0.19444444444444445,20,-5,No-violate,No-violate,No-violate,No-violate,No-violate,0,0,0,0,0
1571,"[-6, -7, 7, 1, -14, -7, -3, 2, 13, 20, 4, 6, -11]","[1, 6, 13, 7, -11, 2, -7, -6, 20, -3, 4, -7, -14]","[-4, -5, 9, 3, -12, -5, -1, 4, 15, 22, 6, 8, -9]","[-12, -14, 14, 2, -28, -14, -6, 4, 26, 40, 8, 12, -22]","[-0.16666666666666666, -0.14285714285714285, 0.14285714285714285, 1.0, -0.07142857142857142, -0.14285714285714285, -0.3333333333333333, 0.5, 0.07692307692307693, 0.05, 0.25, 0.16666666666666666, -0.09090909090909091]","[-6, -7, 7, 1, -14, -7, -3, 2, 2, 13, 20, 4, 6, -11]","[-7, 7, 1, -14, -7, -3, 2, 13, 20, 4, 6, -11]",33,20,37,66,1.1428571428571428,33,33,No-violate,No-violate,No-violate,No-violate,No-violate,0,0,0,0,0
1572,"[8, -7, -22, -11, 13, 5, -13, 2, 18, 1, -13, 19]","[8, -11, 19, -13, 1, 18, -13, 13, 5, -7, -22, 2]","[10, -5, -20, -9, 15, 7, -11, 4, 20, 3, -11, 21]","[16, -14, -44, -22, 26, 10, -26, 4, 36, 2, -26, 38]","[0.125, -0.14285714285714285, -0.045454545454545456, -0.09090909090909091, 0.07692307692307693, 0.2, -0.07692307692307693, 0.5, 0.05555555555555555, 1.0, -0.07692307692307693, 0.05263157894736842]","[8, -7, -22, -11, 13, 2, 5, -13, 2, 18, 1, -13, 19]","[8, -7, -22, -11, 13, -13, 2, 18, 1, -13, 19]",20,19,24,40,1.0555555555555556,20,20,No-violate,No-violate,No-violate,No-violate,No-violate,0,0,0,0,0
1573,"[-4, -8, 11, -6, -16, 7, 3, -16, -4, -16]","[7, -16, -6, -16, -4, 3, 11, -16, -4, -8]","[-2, -6, 13, -4, -14, 9, 5, -14, -2, -14]","[-8, -16, 22, -12, -32, 14, 6, -32, -8, -32]","[-0.25, -0.125, 0.09090909090909091, -0.16666666666666666, -0.0625, 0.14285714285714285, 0.3333333333333333, -0.0625, -0.25, -0.0625]","[-4, -8, 11, -6, -16, 7, 3, -16, -4, -16, 2]","[-4, -8, 11, -16, 7, 3, -16, -4, -16]",10,14,14,20,0.47619047619047616,10,10,No-violate,No-violate,No-violate,No-violate,No-violate,0,0,0,0,0
1574,"[0, -2, -31, -11, 4, 5]","[-2, -31, 5, 0, -11, 4]","[2, 0, -29, -9, 6, 7]","[0, -4, -62, -22, 8, 10]","['ZeroDivisionError', -0.5, -0.03225806451612903, -0.09090909090909091, 0.25, 0.2]","[0, 2, -2, -31, -11, 4, 5]","[0, -2, -11, 4, 5]",9,5,13,18,error,9,9,No-violate,No-violate,error,No-violate,No-violate,0,0,error,0,0
1575,[],[],[],[],[],[2],[],error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error
1576,"[-20, -13, -10, -27]","[-13, -27, -10, -20]","[-18, -11, -8, -25]","[-40, -26, -20, -54]","[-0.05, -0.07692307692307693, -0.1, -0.037037037037037035]","[-20, -13, -10, -27, 2]","[-13, -10, -27]",-23,-30,-19,-46,-0.12692307692307692,-23,-23,No-violate,Violate,Violate,No-violate,No-violate,0,1,1,0,0
1577,"[26, -17, 17, 25, 15, 17, -15, -8, -2, 1, 22, -4]","[26, -17, 22, 1, -4, -15, 15, -8, 25, 17, 17, -2]","[28, -15, 19, 27, 17, 19, -13, -6, 0, 3, 24, -2]","[52, -34, 34, 50, 30, 34, -30, -16, -4, 2, 44, -8]","[0.038461538461538464, -0.058823529411764705, 0.058823529411764705, 0.04, 0.06666666666666667, 0.058823529411764705, -0.06666666666666667, -0.125, -0.5, 1.0, 0.045454545454545456, -0.25]","[26, -17, 17, 25, 15, 17, -15, -8, -2, 1, 2, 22, -4]","[26, -17, 17, 25, 15, 17, -15, -8, -2, 1, 22]",42,42,46,84,1.0454545454545454,42,42,No-violate,No-violate,No-violate,No-violate,No-violate,0,0,0,0,0
1578,"[20, -1, -16, -6]","[-6, 20, -16, -1]","[22, 1, -14, -4]","[40, -2, -32, -12]","[0.05, -1.0, -0.0625, -0.16666666666666666]","[2, 20, -1, -16, -6]","[20, -16, -6]",19,14,23,38,-0.22916666666666666,22,4,No-violate,No-violate,No-violate,No-violate,No-violate,0,0,0,0,0
1579,"[25, -16, 32, -2, 0, -14, 2]","[25, 2, -16, 32, -14, -2, 0]","[27, -14, 34, 0, 2, -12, 4]","[50, -32, 64, -4, 0, -28, 4]","[0.04, -0.0625, 0.03125, -0.5, 'ZeroDivisionError', -0.07142857142857142, 0.5]","[25, -16, 32, 2, -2, 0, -14, 2]","[25, -16, 32, -2, 0, 2]",30,27,34,60,error,34,30,No-violate,No-violate,error,No-violate,No-violate,0,0,error,0,0
1580,"[-20, 6, -6, -24, 13, 18, -22, 8, -22, -13, -11, 15, -15, -2]","[15, -13, -11, -22, -6, -20, 13, 8, -24, -15, 18, -22, 6, -2]","[-18, 8, -4, -22, 15, 20, -20, 10, -20, -11, -9, 17, -13, 0]","[-40, 12, -12, -48, 26, 36, -44, 16, -44, -26, -22, 30, -30, -4]","[-0.05, 0.16666666666666666, -0.16666666666666666, -0.041666666666666664, 0.07692307692307693, 0.05555555555555555, -0.045454545454545456, 0.125, -0.045454545454545456, -0.07692307692307693, -0.09090909090909091, 0.06666666666666667, -0.06666666666666667, -0.5]","[-20, 6, -6, -24, 13, 18, -22, 8, 2, -22, -13, -11, 15, -15, -2]","[-20, 6, -6, -24, 13, -22, 8, -22, -13, -11, 15, -15, -2]",31,21,35,62,0.13247863247863248,31,4,No-violate,No-violate,No-violate,No-violate,No-violate,0,0,0,0,0
1581,"[-19, 2, -4, -13, -17, -7, 22, -6]","[-19, 22, 2, -17, -7, -6, -4, -13]","[-17, 4, -2, -11, -15, -5, 24, -4]","[-38, 4, -8, -26, -34, -14, 44, -12]","[-0.05263157894736842, 0.5, -0.25, -0.07692307692307693, -0.058823529411764705, -0.14285714285714285, 0.045454545454545456, -0.16666666666666666]","[-19, 2, -4, -13, 2, -17, -7, 22, -6]","[-19, -4, -13, -17, -7, 22, -6]",16,24,20,32,0.4473684210526316,16,16,No-violate,No-violate,No-violate,No-violate,No-violate,0,0,0,0,0
1582,"[0, -2, -25, 1, -26]","[1, 0, -25, -2, -26]","[2, 0, -23, 3, -24]","[0, -4, -50, 2, -52]","['ZeroDivisionError', -0.5, -0.04, 1.0, -0.038461538461538464]","[0, -2, -25, 2, 1, -26]","[0, -2, -25, -26]",-2,1,2,-4,error,3,-2,No-violate,Violate,error,No-violate,No-violate,0,1,error,0,0
1583,"[-19, 16, -7, -14, -1, -1, -10, 6, -11, -19, 17, -1]","[-7, -1, -14, 16, 6, -11, -19, -1, -19, -10, -1, 17]","[-17, 18, -5, -12, 1, 1, -8, 8, -9, -17, 19, 1]","[-38, 32, -14, -28, -2, -2, -20, 12, -22, -38, 34, -2]","[-0.05263157894736842, 0.0625, -0.14285714285714285, -0.07142857142857142, -1.0, -1.0, -0.1, 0.16666666666666666, -0.09090909090909091, -0.05263157894736842, 0.058823529411764705, -1.0]","[-19, 16, 2, -7, -14, -1, -1, -10, 6, -11, -19, 17, -1]","[-19, 16, -7, -14, -1, -10, 6, -11, -19, 17, -1]",16,22,20,32,0.07575757575757575,18,16,No-violate,No-violate,No-violate,No-violate,No-violate,0,0,0,0,0
1584,"[-1, -1, -4, -9, 2, -9, 2, -8, 4, 4]","[4, -4, 2, 2, -9, -8, 4, -1, -1, -9]","[1, 1, -2, -7, 4, -7, 4, -6, 6, 6]","[-2, -2, -8, -18, 4, -18, 4, -16, 8, 8]","[-1.0, -1.0, -0.25, -0.1111111111111111, 0.5, -0.1111111111111111, 0.5, -0.125, 0.25, 0.25]","[-1, -1, -4, -9, 2, 2, -9, 2, -8, 4, 4]","[-1, -1, -4, -9, 2, 2, -8, 4, 4]",8,4,12,16,0.5,8,8,No-violate,No-violate,No-violate,No-violate,No-violate,0,0,0,0,0
1585,"[1, 13, -6]","[1, -6, 13]","[3, 15, -4]","[2, 26, -12]","[1.0, 0.07692307692307693, -0.16666666666666666]","[1, 13, -6, 2]","[13, -6]",14,7,18,28,1.0769230769230769,14,7,No-violate,No-violate,No-violate,No-violate,No-violate,0,0,0,0,0
1586,"[8, -15]","[-15, 8]","[10, -13]","[16, -30]","[0.125, -0.06666666666666667]","[8, 2, -15]",[8],-7,-7,-3,-14,0.058333333333333334,10,error,No-violate,Violate,Violate,No-violate,error,0,1,1,0,error
1587,"[-1, 9, 3, -2, -21, -6, 16]","[3, -21, -6, 16, -1, -2, 9]","[1, 11, 5, 0, -19, -4, 18]","[-2, 18, 6, -4, -42, -12, 32]","[-1.0, 0.1111111111111111, 0.3333333333333333, -0.5, -0.047619047619047616, -0.16666666666666666, 0.0625]","[-1, 9, 3, 2, -2, -21, -6, 16]","[-1, 9, 3, -2, -6, 16]",12,15,16,24,0.4444444444444444,12,12,No-violate,No-violate,No-violate,No-violate,No-violate,0,0,0,0,0
1588,[12],[12],[14],[24],[0.08333333333333333],"[12, 2]",[],error,error,error,error,error,14,error,error,error,error,error,error,error,error,error,error,error
1589,"[31, 5, -13, -8, 5, 20, 18, 23]","[23, 18, -8, -13, 31, 20, 5, 5]","[33, 7, -11, -6, 7, 22, 20, 25]","[62, 10, -26, -16, 10, 40, 36, 46]","[0.03225806451612903, 0.2, -0.07692307692307693, -0.125, 0.2, 0.05, 0.05555555555555555, 0.043478260869565216]","[31, 5, -13, -8, 2, 5, 20, 18, 23]","[31, 5, -13, -8, 5, 20, 23]",41,51,45,82,0.25,41,43,No-violate,No-violate,No-violate,No-violate,Violate,0,0,0,0,1
1590,"[-14, 0, -27, 4, -20, 11, -2]","[-2, -14, 0, -27, 4, -20, 11]","[-12, 2, -25, 6, -18, 13, 0]","[-28, 0, -54, 8, -40, 22, -4]","[-0.07142857142857142, 'ZeroDivisionError', -0.037037037037037035, 0.25, -0.05, 0.09090909090909091, -0.5]","[-14, 0, -27, 4, -20, 11, 2, -2]","[-14, 0, 4, -20, 11, -2]",9,-9,13,18,error,13,9,No-violate,No-violate,error,No-violate,No-violate,0,0,error,0,0
1591,"[-4, -20, -20, -1, -16, 2, -7, 9, 19, -20, 7, 8]","[9, -20, -4, -20, -16, -7, 2, 8, -1, 7, -20, 19]","[-2, -18, -18, 1, -14, 4, -5, 11, 21, -18, 9, 10]","[-8, -40, -40, -2, -32, 4, -14, 18, 38, -40, 14, 16]","[-0.25, -0.05, -0.05, -1.0, -0.0625, 0.5, -0.14285714285714285, 0.1111111111111111, 0.05263157894736842, -0.05, 0.14285714285714285, 0.125]","[-4, -20, -20, -1, -16, 2, -7, 9, 2, 19, -20, 7, 8]","[-4, -20, -1, -16, 2, -7, 9, 19, -20, 7, 8]",28,10,32,56,0.4375,21,28,No-violate,No-violate,No-violate,Violate,No-violate,0,0,0,1,0
1592,"[26, -1, -17, -5, -12]","[-1, -5, -12, -17, 26]","[28, 1, -15, -3, -10]","[52, -2, -34, -10, -24]","[0.038461538461538464, -1.0, -0.058823529411764705, -0.2, -0.08333333333333333]","[26, 2, -1, -17, -5, -12]","[26, -1, -17, -5]",25,9,29,50,-0.25882352941176473,28,25,No-violate,No-violate,No-violate,No-violate,No-violate,0,0,0,0,0
1593,"[11, 18, 11, 11, 17, 22, 15, -7, -3]","[17, 18, 11, 15, -7, 11, -3, 11, 22]","[13, 20, 13, 13, 19, 24, 17, -5, -1]","[22, 36, 22, 22, 34, 44, 30, -14, -6]","[0.09090909090909091, 0.05555555555555555, 0.09090909090909091, 0.09090909090909091, 0.058823529411764705, 0.045454545454545456, 0.06666666666666667, -0.14285714285714285, -0.3333333333333333]","[2, 11, 18, 11, 11, 17, 22, 15, -7, -3]","[18, 11, 11, 17, 22, 15, -7, -3]",39,35,43,78,0.18181818181818182,39,39,No-violate,No-violate,No-violate,No-violate,No-violate,0,0,0,0,0
1594,"[0, -13, 14, -15, 1, 13, -24]","[0, -24, -13, 1, 14, -15, 13]","[2, -11, 16, -13, 3, 15, -22]","[0, -26, 28, -30, 2, 26, -48]","['ZeroDivisionError', -0.07692307692307693, 0.07142857142857142, -0.06666666666666667, 1.0, 0.07692307692307693, -0.041666666666666664]","[0, -13, 14, -15, 2, 1, 13, -24]","[-13, 14, -15, 1, 13, -24]",14,15,18,28,error,14,14,No-violate,No-violate,error,No-violate,No-violate,0,0,error,0,0
1595,"[-11, -13, 26, 5, 2, -24, -26, -23, -9, 2, 6, 23, -25, -34]","[23, -26, 2, -11, 6, -13, -25, -23, 5, -34, 26, 2, -24, -9]","[-9, -11, 28, 7, 4, -22, -24, -21, -7, 4, 8, 25, -23, -32]","[-22, -26, 52, 10, 4, -48, -52, -46, -18, 4, 12, 46, -50, -68]","[-0.09090909090909091, -0.07692307692307693, 0.038461538461538464, 0.2, 0.5, -0.041666666666666664, -0.038461538461538464, -0.043478260869565216, -0.1111111111111111, 0.5, 0.16666666666666666, 0.043478260869565216, -0.04, -0.029411764705882353]","[-11, -13, 26, 5, 2, 2, -24, -26, -23, -9, 2, 6, 23, -25, -34]","[-11, -13, 26, 5, 2, -24, -26, -23, -9, 6, 23, -25, -34]",31,28,35,62,0.7,31,31,No-violate,No-violate,No-violate,No-violate,No-violate,0,0,0,0,0
1596,"[17, -4, 5, 12, 15, 1, 16, -14, -15, -9]","[-14, -15, 12, 1, 17, 5, -4, -9, 16, 15]","[19, -2, 7, 14, 17, 3, 18, -12, -13, -7]","[34, -8, 10, 24, 30, 2, 32, -28, -30, -18]","[0.058823529411764705, -0.25, 0.2, 0.08333333333333333, 0.06666666666666667, 1.0, 0.0625, -0.07142857142857142, -0.06666666666666667, -0.1111111111111111]","[17, -4, 5, 12, 15, 1, 16, -14, -15, 2, -9]","[17, -4, 5, 12, 15, 16, -14, -15, -9]",27,31,31,54,1.0666666666666667,27,31,No-violate,No-violate,No-violate,No-violate,Violate,0,0,0,0,1
1597,"[0, 17, -2, 0, 0, -1]","[-1, 0, 0, 17, -2, 0]","[2, 19, 0, 2, 2, 1]","[0, 34, -4, 0, 0, -2]","['ZeroDivisionError', 0.058823529411764705, -0.5, 'ZeroDivisionError', 'ZeroDivisionError', -1.0]","[0, 17, 2, -2, 0, 0, -1]","[0, -2, 0, 0, -1]",17,17,21,34,error,19,0,No-violate,No-violate,error,No-violate,No-violate,0,0,error,0,0
1598,"[-9, -9, -32, -6, 15, -20, -21]","[-21, -9, -20, 15, -9, -6, -32]","[-7, -7, -30, -4, 17, -18, -19]","[-18, -18, -64, -12, 30, -40, -42]","[-0.1111111111111111, -0.1111111111111111, -0.03125, -0.16666666666666666, 0.06666666666666667, -0.05, -0.047619047619047616]","[2, -9, -9, -32, -6, 15, -20, -21]","[-9, -9, -32, -6, 15, -20]",9,6,13,18,0.016666666666666663,9,9,No-violate,No-violate,No-violate,No-violate,No-violate,0,0,0,0,0
1599,"[-4, -22, -23, 2, -20, 5, 17, 27, -5, -6, -18]","[-18, -20, 17, -22, -4, -6, 2, 27, 5, -5, -23]","[-2, -20, -21, 4, -18, 7, 19, 29, -3, -4, -16]","[-8, -44, -46, 4, -40, 10, 34, 54, -10, -12, -36]","[-0.25, -0.045454545454545456, -0.043478260869565216, 0.5, -0.05, 0.2, 0.058823529411764705, 0.037037037037037035, -0.2, -0.16666666666666666, -0.05555555555555555]","[-4, -22, -23, 2, -20, 2, 5, 17, 27, -5, -6, -18]","[-4, -22, -23, 2, -20, 5, 17, -5, -6, -18]",44,32,48,88,0.4565217391304348,44,22,No-violate,No-violate,No-violate,No-violate,No-violate,0,0,0,0,0
1600,"[-6, -18, 11, 15, -23]","[11, 15, -23, -6, -18]","[-4, -16, 13, 17, -21]","[-12, -36, 22, 30, -46]","[-0.16666666666666666, -0.05555555555555555, 0.09090909090909091, 0.06666666666666667, -0.043478260869565216]","[-6, -18, 11, 15, 2, -23]","[-6, -18, 11, -23]",26,26,30,52,0.1575757575757576,26,-7,No-violate,No-violate,No-violate,No-violate,No-violate,0,0,0,0,0
1601,[],[],[],[],[],[2],[],error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error
1602,[],[],[],[],[],[2],[],error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error
1603,"[8, -5]","[-5, 8]","[10, -3]","[16, -10]","[0.125, -0.2]","[8, 2, -5]",[-5],3,3,7,6,-0.07500000000000001,10,error,No-violate,No-violate,No-violate,No-violate,error,0,0,0,0,error
1604,"[-3, 6, -29, -26, -30]","[-29, 6, -26, -3, -30]","[-1, 8, -27, -24, -28]","[-6, 12, -58, -52, -60]","[-0.3333333333333333, 0.16666666666666666, -0.034482758620689655, -0.038461538461538464, -0.03333333333333333]","[2, -3, 6, -29, -26, -30]","[-3, 6, -26, -30]",3,-20,7,6,0.13218390804597702,3,3,No-violate,No-violate,No-violate,No-violate,No-violate,0,0,0,0,0
1605,"[-17, -13, 22, -8, 9, 13, 22, 0, 31, 18, -7, 25, 19, 0]","[22, -8, 19, 0, 25, 0, 22, -13, -17, 13, 9, -7, 31, 18]","[-15, -11, 24, -6, 11, 15, 24, 2, 33, 20, -5, 27, 21, 2]","[-34, -26, 44, -16, 18, 26, 44, 0, 62, 36, -14, 50, 38, 0]","[-0.058823529411764705, -0.07692307692307693, 0.045454545454545456, -0.125, 0.1111111111111111, 0.07692307692307693, 0.045454545454545456, 'ZeroDivisionError', 0.03225806451612903, 0.05555555555555555, -0.14285714285714285, 0.04, 0.05263157894736842, 'ZeroDivisionError']","[-17, 2, -13, 22, -8, 9, 13, 22, 0, 31, 18, -7, 25, 19, 0]","[-17, -13, 22, -8, 9, 13, 22, 0, 31, -7, 25, 19, 0]",49,49,53,98,error,49,44,No-violate,No-violate,error,No-violate,No-violate,0,0,error,0,0
