,td,ttd_mr_per,ttd_mr_add,ttd_mr_mul,ttd_mr_inv,ttd_mr_inc,ttd_mr_exc,td_output,ttd_output_mr_per,ttd_output_mr_add,ttd_output_mr_mul,ttd_output_mr_inv,ttd_output_mr_inc,ttd_output_mr_exc,vs_str_mr_add,vs_str_mr_mul,vs_str_mr_inv,vs_str_mr_inc,vs_str_mr_exc,vs_mr_add,vs_mr_mul,vs_mr_inv,vs_mr_inc,vs_mr_exc
1439,"[0, -18, 2, 12, 24, 4]","[4, 12, -18, 0, 2, 24]","[2, -16, 4, 14, 26, 6]","[0, -36, 4, 24, 48, 8]","['ZeroDivisionError', -0.05555555555555555, 0.5, 0.08333333333333333, 0.041666666666666664, 0.25]","[0, -18, 2, 2, 12, 24, 4]","[0, -18, 2, 12, 24]",24,24,36,48,error,26,20,No-violate,No-violate,error,No-violate,No-violate,0,0,error,0,0
1440,"[27, -1, -17, -9, -26, 23, -11, 18, 10, -8]","[-17, 23, -26, -11, -9, 10, -1, 27, 18, -8]","[29, 1, -15, -7, -24, 25, -9, 20, 12, -6]","[54, -2, -34, -18, -52, 46, -22, 36, 20, -16]","[0.037037037037037035, -1.0, -0.058823529411764705, -0.1111111111111111, -0.038461538461538464, 0.043478260869565216, -0.09090909090909091, 0.05555555555555555, 0.1, -0.125]","[27, -1, -17, -9, -26, 23, -11, 18, 10, 2, -8]","[27, -1, -17, -26, 23, -11, 18, 10, -8]",6,6,26,12,-1.1882344164313474,8,15,No-violate,No-violate,No-violate,No-violate,Violate,0,0,0,0,1
1441,"[-24, -23, 0, 13, -23, -28, -17, -13, -5, 12]","[13, -13, 12, -5, -17, -28, 0, -24, -23, -23]","[-22, -21, 2, 15, -21, -26, -15, -11, -3, 14]","[-48, -46, 0, 26, -46, -56, -34, -26, -10, 24]","[-0.041666666666666664, -0.043478260869565216, 'ZeroDivisionError', 0.07692307692307693, -0.043478260869565216, -0.03571428571428571, -0.058823529411764705, -0.07692307692307693, -0.2, 0.08333333333333333]","[2, -24, -23, 0, 13, -23, -28, -17, -13, -5, 12]","[-24, -23, 0, 13, -28, -17, -13, -5, 12]",-108,-108,-88,-216,error,-106,-85,No-violate,Violate,error,No-violate,Violate,0,1,error,0,1
1442,"[27, -13, -10, 0, 18, -11]","[-10, -13, 27, 0, 18, -11]","[29, -11, -8, 2, 20, -9]","[54, -26, -20, 0, 36, -22]","[0.037037037037037035, -0.07692307692307693, -0.1, 'ZeroDivisionError', 0.05555555555555555, -0.09090909090909091]","[27, -13, -10, 0, 2, 18, -11]","[27, -13, 0, 18, -11]",11,11,23,22,error,13,21,No-violate,No-violate,error,No-violate,Violate,0,0,error,0,1
1443,"[-9, -4, 3, -22, -22, -3, -7, -7, -13, 1, -9, 17]","[-9, -3, 17, -22, -4, -7, -22, 1, -13, 3, -9, -7]","[-7, -2, 5, -20, -20, -1, -5, -5, -11, 3, -7, 19]","[-18, -8, 6, -44, -44, -6, -14, -14, -26, 2, -18, 34]","[-0.1111111111111111, -0.25, 0.3333333333333333, -0.045454545454545456, -0.045454545454545456, -0.3333333333333333, -0.14285714285714285, -0.14285714285714285, -0.07692307692307693, 1.0, -0.1111111111111111, 0.058823529411764705]","[-9, -4, 3, -22, -22, -3, -7, -7, -13, 1, -9, 17, 2]","[-9, -4, -22, -22, -3, -7, -7, -13, 1, -9, 17]",-75,-75,-51,-150,0.13305485364308917,-73,-78,No-violate,Violate,Violate,No-violate,No-violate,0,1,1,0,0
1444,"[-27, -18, -25, -26, 7, 23, -16, -22, -10, -16, 25, -20]","[-18, -10, -20, -26, -27, -16, 23, -16, 7, 25, -22, -25]","[-25, -16, -23, -24, 9, 25, -14, -20, -8, -14, 27, -18]","[-54, -36, -50, -52, 14, 46, -32, -44, -20, -32, 50, -40]","[-0.037037037037037035, -0.05555555555555555, -0.04, -0.038461538461538464, 0.14285714285714285, 0.043478260869565216, -0.0625, -0.045454545454545456, -0.1, -0.0625, 0.04, -0.05]","[-27, -18, 2, -25, -26, 7, 23, -16, -22, -10, -16, 25, -20]","[-27, -18, -25, 7, 23, -16, -22, -10, -16, 25, -20]",-125,-125,-101,-250,-0.26517327278196845,-123,-99,No-violate,Violate,Violate,No-violate,Violate,0,1,1,0,1
1445,"[12, 19, 0, -21, -11, -30, -4, 18]","[-21, -30, -11, 19, -4, 0, 18, 12]","[14, 21, 2, -19, -9, -28, -2, 20]","[24, 38, 0, -42, -22, -60, -8, 36]","[0.08333333333333333, 0.05263157894736842, 'ZeroDivisionError', -0.047619047619047616, -0.09090909090909091, -0.03333333333333333, -0.25, 0.05555555555555555]","[12, 19, 0, -21, -11, -30, -4, 18, 2]","[12, 0, -21, -11, -30, -4, 18]",-17,-17,-1,-34,error,-15,-36,No-violate,Violate,error,No-violate,No-violate,0,1,error,0,0
1446,"[16, -6, -2]","[-6, 16, -2]","[18, -4, 0]","[32, -12, -4]","[0.0625, -0.16666666666666666, -0.5]","[16, 2, -6, -2]","[16, -6]",8,8,14,16,-0.6041666666666666,10,10,No-violate,No-violate,No-violate,No-violate,Violate,0,0,0,0,1
1447,"[-5, -14, 15, 9, 12, -24, 15, -29]","[-29, -24, 9, 15, -5, 15, -14, 12]","[-3, -12, 17, 11, 14, -22, 17, -27]","[-10, -28, 30, 18, 24, -48, 30, -58]","[-0.2, -0.07142857142857142, 0.06666666666666667, 0.1111111111111111, 0.08333333333333333, -0.041666666666666664, 0.06666666666666667, -0.034482758620689655]","[-5, -14, 15, 9, 12, 2, -24, 15, -29]","[-14, 15, 9, 12, -24, 15, -29]",-21,-21,-5,-42,-0.01980021893815003,-19,-16,No-violate,Violate,Violate,No-violate,Violate,0,1,1,0,1
1448,"[9, 1, -2, -2, -7, -9, 9, -14, -12, 5]","[9, -2, -9, -14, -7, 5, -2, -12, 9, 1]","[11, 3, 0, 0, -5, -7, 11, -12, -10, 7]","[18, 2, -4, -4, -14, -18, 18, -28, -24, 10]","[0.1111111111111111, 1.0, -0.5, -0.5, -0.14285714285714285, -0.1111111111111111, 0.1111111111111111, -0.07142857142857142, -0.08333333333333333, 0.2]","[9, 1, -2, -2, -7, -9, 9, -14, 2, -12, 5]","[9, 1, -2, -2, -9, 9, -14, -12, 5]",-22,-22,-2,-44,0.013492063492063555,-20,-15,No-violate,Violate,Violate,No-violate,Violate,0,1,1,0,1
1449,"[-6, -22, 27, 7, -6]","[7, -22, 27, -6, -6]","[-4, -20, 29, 9, -4]","[-12, -44, 54, 14, -12]","[-0.16666666666666666, -0.045454545454545456, 0.037037037037037035, 0.14285714285714285, -0.16666666666666666]","[-6, 2, -22, 27, 7, -6]","[-22, 27, 7, -6]",0,0,10,0,-0.19889369889369887,2,6,No-violate,No-violate,No-violate,No-violate,Violate,0,0,0,0,1
1450,"[4, 26, 19, -24, -17, -27, -20, 6]","[-24, 6, 26, 4, 19, -20, -27, -17]","[6, 28, 21, -22, -15, -25, -18, 8]","[8, 52, 38, -48, -34, -54, -40, 12]","[0.25, 0.038461538461538464, 0.05263157894736842, -0.041666666666666664, -0.058823529411764705, -0.037037037037037035, -0.05, 0.16666666666666666]","[4, 26, 19, -24, -17, -27, -20, 2, 6]","[4, 26, 19, -24, -17, -27, 6]",-33,-33,-17,-66,0.32023255096010506,-31,-13,No-violate,Violate,Violate,No-violate,Violate,0,1,1,0,1
1451,"[2, 7, 6, -9, -9, 15, -9, -10, 23, 2, 4, -6]","[6, -9, -10, 2, -6, 15, 2, 4, -9, 7, -9, 23]","[4, 9, 8, -7, -7, 17, -7, -8, 25, 4, 6, -4]","[4, 14, 12, -18, -18, 30, -18, -20, 46, 4, 8, -12]","[0.5, 0.14285714285714285, 0.16666666666666666, -0.1111111111111111, -0.1111111111111111, 0.06666666666666667, -0.1111111111111111, -0.1, 0.043478260869565216, 0.5, 0.25, -0.16666666666666666]","[2, 7, 6, -9, 2, -9, 15, -9, -10, 23, 2, 4, -6]","[2, 7, 6, -9, -9, 15, -9, -10, 2, 4, -6]",16,16,40,32,1.0696687370600413,18,-7,No-violate,No-violate,No-violate,No-violate,No-violate,0,0,0,0,0
1452,"[-23, -25, -23, -6, 4, 18, 21, 2, 24, -19, 18, -12, 20, 24]","[18, 18, -23, -12, -19, -23, -6, 24, 20, 24, 21, -25, 4, 2]","[-21, -23, -21, -4, 6, 20, 23, 4, 26, -17, 20, -10, 22, 26]","[-46, -50, -46, -12, 8, 36, 42, 4, 48, -38, 36, -24, 40, 48]","[-0.043478260869565216, -0.04, -0.043478260869565216, -0.16666666666666666, 0.25, 0.05555555555555555, 0.047619047619047616, 0.5, 0.041666666666666664, -0.05263157894736842, 0.05555555555555555, -0.08333333333333333, 0.05, 0.041666666666666664]","[-23, -25, -23, -6, 4, 18, 21, 2, 24, -19, 18, -12, 20, 2, 24]","[-23, -25, -23, -6, 18, 21, 2, 24, -19, 18, -12, 20, 24]",23,23,51,46,0.6124753913769931,25,19,No-violate,No-violate,No-violate,No-violate,No-violate,0,0,0,0,0
1453,"[4, -19, -19, -20, -11, 22, -2, 0]","[-19, 4, 22, -2, -11, -20, -19, 0]","[6, -17, -17, -18, -9, 24, 0, 2]","[8, -38, -38, -40, -22, 44, -4, 0]","[0.25, -0.05263157894736842, -0.05263157894736842, -0.05, -0.09090909090909091, 0.045454545454545456, -0.5, 'ZeroDivisionError']","[4, -19, -19, -20, -11, 22, -2, 2, 0]","[4, -19, -19, -20, -11, 22, 0]",-45,-45,-29,-90,error,-43,-43,No-violate,Violate,error,No-violate,Violate,0,1,error,0,1
1454,"[-2, 8, -24, 22, -13]","[-13, 22, -2, -24, 8]","[0, 10, -22, 24, -11]","[-4, 16, -48, 44, -26]","[-0.5, 0.125, -0.041666666666666664, 0.045454545454545456, -0.07692307692307693]","[2, -2, 8, -24, 22, -13]","[-2, 8, -24, 22]",-9,-9,1,-18,-0.44813519813519814,-7,4,No-violate,Violate,Violate,No-violate,Violate,0,1,1,0,1
1455,"[-9, 21, -22, -2, 11, 5, -15, 7, 12]","[-9, 11, 7, 21, -22, 12, -2, -15, 5]","[-7, 23, -20, 0, 13, 7, -13, 9, 14]","[-18, 42, -44, -4, 22, 10, -30, 14, 24]","[-0.1111111111111111, 0.047619047619047616, -0.045454545454545456, -0.5, 0.09090909090909091, 0.2, -0.06666666666666667, 0.14285714285714285, 0.08333333333333333]","[-9, 21, -22, -2, 11, 5, -15, 7, 12, 2]","[21, -22, -2, 11, 5, -15, 7, 12]",8,8,26,16,-0.15851370851370844,10,17,No-violate,No-violate,No-violate,No-violate,Violate,0,0,0,0,1
1456,"[18, -4, -9, -20, -4, -25, 19, -19, -22, 12, 9, -10, 0, -5]","[-19, -4, -5, -25, -20, 12, 18, -4, 0, -22, -10, -9, 9, 19]","[20, -2, -7, -18, -2, -23, 21, -17, -20, 14, 11, -8, 2, -3]","[36, -8, -18, -40, -8, -50, 38, -38, -44, 24, 18, -20, 0, -10]","[0.05555555555555555, -0.25, -0.1111111111111111, -0.05, -0.25, -0.04, 0.05263157894736842, -0.05263157894736842, -0.045454545454545456, 0.08333333333333333, 0.1111111111111111, -0.1, 'ZeroDivisionError', -0.2]","[18, -4, -9, -20, -4, -25, 19, -19, -22, 2, 12, 9, -10, 0, -5]","[18, -4, -9, -20, -4, -25, 19, -19, -22, 12, 9, -10, 0]",-60,-60,-32,-120,error,-58,-55,No-violate,Violate,error,No-violate,Violate,0,1,error,0,1
1457,"[7, 14, -13, -22, -25, -3, -13, 4, 10, 3]","[10, -3, 4, -25, -13, -22, 3, 7, -13, 14]","[9, 16, -11, -20, -23, -1, -11, 6, 12, 5]","[14, 28, -26, -44, -50, -6, -26, 8, 20, 6]","[0.14285714285714285, 0.07142857142857142, -0.07692307692307693, -0.045454545454545456, -0.04, -0.3333333333333333, -0.07692307692307693, 0.25, 0.1, 0.3333333333333333]","[7, 14, -13, -22, -25, -3, 2, -13, 4, 10, 3]","[14, -13, -22, -25, -3, -13, 4, 10, 3]",-38,-38,-18,-76,0.324985014985015,-36,-45,No-violate,Violate,Violate,No-violate,No-violate,0,1,1,0,0
1458,"[-2, -12, -27, 2, 15, -20, 2]","[-12, -20, -27, 2, 2, 15, -2]","[0, -10, -25, 4, 17, -18, 4]","[-4, -24, -54, 4, 30, -40, 4]","[-0.5, -0.08333333333333333, -0.037037037037037035, 0.5, 0.06666666666666667, -0.05, 0.5]","[-2, 2, -12, -27, 2, 15, -20, 2]","[-12, -27, 2, 15, -20, 2]",-42,-42,-28,-84,0.3962962962962962,-40,-40,No-violate,Violate,Violate,No-violate,Violate,0,1,1,0,1
1459,"[-8, -10, 9, 1, 12, -15]","[12, 9, -15, -10, -8, 1]","[-6, -8, 11, 3, 14, -13]","[-16, -20, 18, 2, 24, -30]","[-0.125, -0.1, 0.1111111111111111, 1.0, 0.08333333333333333, -0.06666666666666667]","[-8, -10, 9, 2, 1, 12, -15]","[-8, -10, 9, 1, 12]",-11,-11,1,-22,0.9027777777777778,-9,4,No-violate,Violate,Violate,No-violate,Violate,0,1,1,0,1
1460,"[-24, -18, 24, 23, 28, 2, -15, -16, -21, -29, 12, -19]","[28, 2, -24, -16, -29, 12, -19, 24, -15, -21, 23, -18]","[-22, -16, 26, 25, 30, 4, -13, -14, -19, -27, 14, -17]","[-48, -36, 48, 46, 56, 4, -30, -32, -42, -58, 24, -38]","[-0.041666666666666664, -0.05555555555555555, 0.041666666666666664, 0.043478260869565216, 0.03571428571428571, 0.5, -0.06666666666666667, -0.0625, -0.047619047619047616, -0.034482758620689655, 0.08333333333333333, -0.05263157894736842]","[-24, -18, 2, 24, 23, 28, 2, -15, -16, -21, -29, 12, -19]","[-24, -18, 24, 23, 28, 2, -15, -21, -29, 12, -19]",-53,-53,-29,-106,0.3430702725078564,-51,-37,No-violate,Violate,Violate,No-violate,Violate,0,1,1,0,1
1461,"[-2, -24, -26, -19, -3, -17, 3]","[-19, -17, 3, -26, -24, -2, -3]","[0, -22, -24, -17, -1, -15, 5]","[-4, -48, -52, -38, -6, -34, 6]","[-0.5, -0.041666666666666664, -0.038461538461538464, -0.05263157894736842, -0.3333333333333333, -0.058823529411764705, 0.3333333333333333]","[-2, -24, -26, -19, -3, -17, 3, 2]","[-2, -24, -26, -19, -3, 3]",-88,-88,-74,-176,-0.6915833134873381,-86,-71,No-violate,Violate,Violate,No-violate,Violate,0,1,1,0,1
1462,"[7, -25, -20, 3, 0]","[7, 3, 0, -25, -20]","[9, -23, -18, 5, 2]","[14, -50, -40, 6, 0]","[0.14285714285714285, -0.04, -0.05, 0.3333333333333333, 'ZeroDivisionError']","[2, 7, -25, -20, 3, 0]","[-25, -20, 3, 0]",-35,-35,-25,-70,error,-33,-42,No-violate,Violate,error,No-violate,No-violate,0,1,error,0,0
1463,"[-17, 27, 23, 5, 25, 16, 4, 18, 20, -7, 1, 3, 15, 23]","[3, 23, -7, 20, 27, 16, 18, 5, 25, 4, 23, -17, 15, 1]","[-15, 29, 25, 7, 27, 18, 6, 20, 22, -5, 3, 5, 17, 25]","[-34, 54, 46, 10, 50, 32, 8, 36, 40, -14, 2, 6, 30, 46]","[-0.058823529411764705, 0.037037037037037035, 0.043478260869565216, 0.2, 0.04, 0.0625, 0.25, 0.05555555555555555, 0.05, -0.14285714285714285, 1.0, 0.3333333333333333, 0.06666666666666667, 0.043478260869565216]","[-17, 27, 23, 5, 25, 16, 4, 18, 20, -7, 1, 3, 15, 23, 2]","[-17, 27, 23, 5, 25, 4, 18, 20, -7, 1, 3, 15, 23]",156,156,184,312,1.9803684420628154,158,140,No-violate,No-violate,No-violate,No-violate,No-violate,0,0,0,0,0
1464,[],[],[],[],[],[2],[],0,0,0,0,0,2,0,No-violate,No-violate,No-violate,No-violate,No-violate,0,0,0,0,0
1465,[],[],[],[],[],[2],[],0,0,0,0,0,2,0,No-violate,No-violate,No-violate,No-violate,No-violate,0,0,0,0,0
1466,"[10, -6, -13, -16]","[-16, -13, -6, 10]","[12, -4, -11, -14]","[20, -12, -26, -32]","[0.1, -0.16666666666666666, -0.07692307692307693, -0.0625]","[10, -6, 2, -13, -16]","[-6, -13, -16]",-25,-25,-17,-50,-0.20608974358974358,-23,-35,No-violate,Violate,Violate,No-violate,No-violate,0,1,1,0,0
1467,"[-23, 17, 15, -22]","[-22, -23, 15, 17]","[-21, 19, 17, -20]","[-46, 34, 30, -44]","[-0.043478260869565216, 0.058823529411764705, 0.06666666666666667, -0.045454545454545456]","[-23, 17, 15, -22, 2]","[17, 15, -22]",-13,-13,-5,-26,0.0365573897543207,-11,10,No-violate,Violate,Violate,No-violate,Violate,0,1,1,0,1
1468,"[-15, -21, -13, 25, 13, 20, 25, -14, -13, -26]","[25, 13, -21, 20, -13, 25, -13, -14, -15, -26]","[-13, -19, -11, 27, 15, 22, 27, -12, -11, -24]","[-30, -42, -26, 50, 26, 40, 50, -28, -26, -52]","[-0.06666666666666667, -0.047619047619047616, -0.07692307692307693, 0.04, 0.07692307692307693, 0.05, 0.04, -0.07142857142857142, -0.07692307692307693, -0.038461538461538464]","[-15, -21, -13, 25, 13, 20, 25, 2, -14, -13, -26]","[-21, -13, 25, 13, 20, 25, -14, -13, -26]",-19,-19,1,-38,-0.17109890109890108,-17,-4,No-violate,Violate,Violate,No-violate,Violate,0,1,1,0,1
1469,"[-15, 1, -8, -15, -2, -10]","[-15, -10, -8, -15, -2, 1]","[-13, 3, -6, -13, 0, -8]","[-30, 2, -16, -30, -4, -20]","[-0.06666666666666667, 1.0, -0.125, -0.06666666666666667, -0.5, -0.1]","[-15, 1, -8, 2, -15, -2, -10]","[-15, 1, -8, -15, -10]",-49,-49,-37,-98,0.1416666666666667,-47,-47,No-violate,Violate,Violate,No-violate,Violate,0,1,1,0,1
1470,[-18],[-18],[-16],[-36],[-0.05555555555555555],"[2, -18]",[],-18,-18,-16,-36,-0.05555555555555555,-16,0,No-violate,Violate,Violate,No-violate,Violate,0,1,1,0,1
1471,"[-20, 2, 13, -24, 15, 17, -14, -8, 15]","[17, 13, 15, -14, 15, 2, -20, -8, -24]","[-18, 4, 15, -22, 17, 19, -12, -6, 17]","[-40, 4, 26, -48, 30, 34, -28, -16, 30]","[-0.05, 0.5, 0.07692307692307693, -0.041666666666666664, 0.06666666666666667, 0.058823529411764705, -0.07142857142857142, -0.125, 0.06666666666666667]","[-20, 2, 2, 13, -24, 15, 17, -14, -8, 15]","[-20, 2, 13, -24, 17, -14, -8, 15]",-4,-4,14,-8,0.48098470157293693,-2,-19,No-violate,Violate,Violate,No-violate,No-violate,0,1,1,0,0
1472,"[29, 1, -13, 23]","[-13, 29, 1, 23]","[31, 3, -11, 25]","[58, 2, -26, 46]","[0.034482758620689655, 1.0, -0.07692307692307693, 0.043478260869565216]","[29, 1, 2, -13, 23]","[29, -13, 23]",40,40,48,80,1.001037942567178,42,39,No-violate,No-violate,No-violate,No-violate,No-violate,0,0,0,0,0
1473,"[-18, 7, 6, -4, -2, -18]","[-18, 6, -18, 7, -2, -4]","[-16, 9, 8, -2, 0, -16]","[-36, 14, 12, -8, -4, -36]","[-0.05555555555555555, 0.14285714285714285, 0.16666666666666666, -0.25, -0.5, -0.05555555555555555]","[-18, 7, 6, 2, -4, -2, -18]","[-18, 7, -4, -2, -18]",-29,-29,-17,-58,-0.5515873015873016,-27,-35,No-violate,Violate,Violate,No-violate,No-violate,0,1,1,0,0
1474,"[13, 23, -7, -24, 21, -16, -6, 24, 13, 15, -27, -6, -27, 8]","[23, -27, -24, 8, 13, -6, 21, -27, 24, -16, 15, -7, -6, 13]","[15, 25, -5, -22, 23, -14, -4, 26, 15, 17, -25, -4, -25, 10]","[26, 46, -14, -48, 42, -32, -12, 48, 26, 30, -54, -12, -54, 16]","[0.07692307692307693, 0.043478260869565216, -0.14285714285714285, -0.041666666666666664, 0.047619047619047616, -0.0625, -0.16666666666666666, 0.041666666666666664, 0.07692307692307693, 0.06666666666666667, -0.037037037037037035, -0.16666666666666666, -0.037037037037037035, 0.125]","[13, 23, -7, -24, 21, -16, 2, -6, 24, 13, 15, -27, -6, -27, 8]","[13, 23, -24, 21, -16, -6, 24, 13, 15, -27, -6, -27, 8]",4,4,32,8,-0.17615442126311687,6,11,No-violate,No-violate,No-violate,No-violate,Violate,0,0,0,0,1
1475,"[23, 3, 28, 20, 7, 6]","[7, 3, 20, 23, 6, 28]","[25, 5, 30, 22, 9, 8]","[46, 6, 56, 40, 14, 12]","[0.043478260869565216, 0.3333333333333333, 0.03571428571428571, 0.05, 0.14285714285714285, 0.16666666666666666]","[23, 2, 3, 28, 20, 7, 6]","[23, 3, 28, 7, 6]",87,87,99,174,0.7720496894409937,89,67,No-violate,No-violate,No-violate,No-violate,No-violate,0,0,0,0,0
1476,"[-2, 0, -15, -22, 14, -15, -8, 2, 16, -12, 7, 0, -24]","[16, 0, -15, -8, 0, -2, 14, 7, 2, -15, -22, -12, -24]","[0, 2, -13, -20, 16, -13, -6, 4, 18, -10, 9, 2, -22]","[-4, 0, -30, -44, 28, -30, -16, 4, 32, -24, 14, 0, -48]","[-0.5, 'ZeroDivisionError', -0.06666666666666667, -0.045454545454545456, 0.07142857142857142, -0.06666666666666667, -0.125, 0.5, 0.0625, -0.08333333333333333, 0.14285714285714285, 'ZeroDivisionError', -0.041666666666666664]","[-2, 0, -15, -22, 14, 2, -15, -8, 2, 16, -12, 7, 0, -24]","[0, -15, -22, 14, -15, -8, 2, 16, -12, 7, 0, -24]",-59,-59,-33,-118,error,-57,-57,No-violate,Violate,error,No-violate,Violate,0,1,error,0,1
1477,"[-3, -10, 6, 2]","[6, -10, -3, 2]","[-1, -8, 8, 4]","[-6, -20, 12, 4]","[-0.3333333333333333, -0.1, 0.16666666666666666, 0.5]","[-3, 2, -10, 6, 2]","[-3, 6, 2]",-5,-5,3,-10,0.23333333333333328,-3,5,No-violate,Violate,Violate,No-violate,Violate,0,1,1,0,1
1478,"[-5, -7, 15, 15, 17, -20, -2, -10, 11, 20, 23, 0]","[23, -2, -5, 11, 20, 15, -20, -7, 0, 17, 15, -10]","[-3, -5, 17, 17, 19, -18, 0, -8, 13, 22, 25, 2]","[-10, -14, 30, 30, 34, -40, -4, -20, 22, 40, 46, 0]","[-0.2, -0.14285714285714285, 0.06666666666666667, 0.06666666666666667, 0.058823529411764705, -0.05, -0.5, -0.1, 0.09090909090909091, 0.05, 0.043478260869565216, 'ZeroDivisionError']","[-5, -7, 15, 15, 17, -20, -2, 2, -10, 11, 20, 23, 0]","[-5, -7, 15, 15, 17, -20, -2, -10, 11, 23, 0]",57,57,81,114,error,59,37,No-violate,No-violate,error,No-violate,No-violate,0,0,error,0,0
1479,[],[],[],[],[],[2],[],0,0,0,0,0,2,0,No-violate,No-violate,No-violate,No-violate,No-violate,0,0,0,0,0
1480,[],[],[],[],[],[2],[],0,0,0,0,0,2,0,No-violate,No-violate,No-violate,No-violate,No-violate,0,0,0,0,0
1481,"[-29, 1, 3, 2, -17, -10, 4, -12, -24, 15, -14]","[-10, -24, 2, 1, -14, 4, 3, 15, -17, -12, -29]","[-27, 3, 5, 4, -15, -8, 6, -10, -22, 17, -12]","[-58, 2, 6, 4, -34, -20, 8, -24, -48, 30, -28]","[-0.034482758620689655, 1.0, 0.3333333333333333, 0.5, -0.058823529411764705, -0.1, 0.25, -0.08333333333333333, -0.041666666666666664, 0.06666666666666667, -0.07142857142857142]","[-29, 1, 3, 2, -17, -10, 4, -12, -24, 15, 2, -14]","[-29, 1, 3, 2, -17, -10, 4, -12, 15, -14]",-81,-81,-59,-162,1.7602651405389742,-79,-57,No-violate,Violate,Violate,No-violate,Violate,0,1,1,0,1
1482,"[13, 10, 12]","[10, 12, 13]","[15, 12, 14]","[26, 20, 24]","[0.07692307692307693, 0.1, 0.08333333333333333]","[2, 13, 10, 12]","[13, 12]",35,35,41,70,0.2602564102564103,37,25,No-violate,No-violate,No-violate,No-violate,No-violate,0,0,0,0,0
1483,"[-16, 20, -19, -16]","[-16, -19, 20, -16]","[-14, 22, -17, -14]","[-32, 40, -38, -32]","[-0.0625, 0.05, -0.05263157894736842, -0.0625]","[2, -16, 20, -19, -16]","[-16, 20, -16]",-31,-31,-23,-62,-0.12763157894736843,-29,-12,No-violate,Violate,Violate,No-violate,Violate,0,1,1,0,1
1484,"[11, -17, 17, -4, -11, -3]","[11, -17, -11, 17, -3, -4]","[13, -15, 19, -2, -9, -1]","[22, -34, 34, -8, -22, -6]","[0.09090909090909091, -0.058823529411764705, 0.058823529411764705, -0.25, -0.09090909090909091, -0.3333333333333333]","[11, -17, 2, 17, -4, -11, -3]","[-17, 17, -4, -11, -3]",-7,-7,5,-14,-0.5833333333333333,-5,-18,No-violate,Violate,Violate,No-violate,No-violate,0,1,1,0,0
1485,"[19, 17, -12, 7, 20, 19, -7, 3, -15, 22, 12, -9, -15]","[12, -12, 19, 17, 3, 20, 7, -15, 22, 19, -7, -15, -9]","[21, 19, -10, 9, 22, 21, -5, 5, -13, 24, 14, -7, -13]","[38, 34, -24, 14, 40, 38, -14, 6, -30, 44, 24, -18, -30]","[0.05263157894736842, 0.058823529411764705, -0.08333333333333333, 0.14285714285714285, 0.05, 0.05263157894736842, -0.14285714285714285, 0.3333333333333333, -0.06666666666666667, 0.045454545454545456, 0.08333333333333333, -0.1111111111111111, -0.06666666666666667]","[19, 17, -12, 7, 20, 19, -7, 3, -15, 22, 12, -9, 2, -15]","[19, 17, -12, 7, 20, 19, -7, 3, -15, 22, -9, -15]",61,61,87,122,0.348430121649936,63,49,No-violate,No-violate,No-violate,No-violate,No-violate,0,0,0,0,0
1486,"[10, 12, -3, -11, 4, -6, -8, 9, -9, -17]","[12, -9, -17, 9, -3, -11, 4, -6, 10, -8]","[12, 14, -1, -9, 6, -4, -6, 11, -7, -15]","[20, 24, -6, -22, 8, -12, -16, 18, -18, -34]","[0.1, 0.08333333333333333, -0.3333333333333333, -0.09090909090909091, 0.25, -0.16666666666666666, -0.125, 0.1111111111111111, -0.1111111111111111, -0.058823529411764705]","[10, 12, -3, -11, 4, 2, -6, -8, 9, -9, -17]","[10, 12, -3, 4, -6, -8, 9, -9, -17]",-19,-19,1,-38,-0.34139928698752225,-17,-8,No-violate,Violate,Violate,No-violate,Violate,0,1,1,0,1
1487,"[13, 17, -13, 12, -16, 3, 13]","[-16, -13, 13, 12, 13, 3, 17]","[15, 19, -11, 14, -14, 5, 15]","[26, 34, -26, 24, -32, 6, 26]","[0.07692307692307693, 0.058823529411764705, -0.07692307692307693, 0.08333333333333333, -0.0625, 0.3333333333333333, 0.07692307692307693]","[13, 17, -13, 2, 12, -16, 3, 13]","[13, 17, 12, -16, 3, 13]",29,29,43,58,0.4899132730015083,31,42,No-violate,No-violate,No-violate,No-violate,Violate,0,0,0,0,1
1488,"[-13, -5, 1, -17, -20, -8, 5, -8, -8, 12, -1, 0, -16]","[-8, -8, 0, -20, 1, -17, 5, 12, -5, -1, -8, -13, -16]","[-11, -3, 3, -15, -18, -6, 7, -6, -6, 14, 1, 2, -14]","[-26, -10, 2, -34, -40, -16, 10, -16, -16, 24, -2, 0, -32]","[-0.07692307692307693, -0.2, 1.0, -0.058823529411764705, -0.05, -0.125, 0.2, -0.125, -0.125, 0.08333333333333333, -1.0, 'ZeroDivisionError', -0.0625]","[-13, -5, 1, -17, 2, -20, -8, 5, -8, -8, 12, -1, 0, -16]","[-13, -5, 1, -17, -20, -8, 5, -8, -8, 12, 0, -16]",-78,-78,-52,-156,error,-76,-77,No-violate,Violate,error,No-violate,Violate,0,1,error,0,1
