,td,ttd_mr_per,ttd_mr_add,ttd_mr_mul,ttd_mr_inv,ttd_mr_inc,ttd_mr_exc,td_output,ttd_output_mr_per,ttd_output_mr_add,ttd_output_mr_mul,ttd_output_mr_inv,ttd_output_mr_inc,ttd_output_mr_exc,vs_str_mr_add,vs_str_mr_mul,vs_str_mr_inv,vs_str_mr_inc,vs_str_mr_exc,vs_mr_add,vs_mr_mul,vs_mr_inv,vs_mr_inc,vs_mr_exc
0,"[-31, -28, -21, -20, -20, -11, -8, -8, -8, 0, 3, 4, 4, 11]","[-31, -28, -21, -20, -20, -11, -8, -8, -8, 0, 3, 4, 4, 11]","[-29, -26, -19, -18, -18, -9, -6, -6, -6, 2, 5, 6, 6, 13]","[-62, -56, -42, -40, -40, -22, -16, -16, -16, 0, 6, 8, 8, 22]","[0.3333333333333333, -0.09090909090909091, 0.25, -0.03571428571428571, 0.09090909090909091, -0.03225806451612903, -0.125, -0.047619047619047616, -0.05, 'ZeroDivisionError', -0.125, -0.125, 0.25, -0.05]","[-31, -28, -21, -20, -20, -11, -8, -8, -8, 0, 2, 3, 4, 4, 11]","[-31, -28, -21, -20, -20, -11, -8, -8, -8, 0, 3, 4, 11]",-8.0,-8.0,-6.0,-16.0,error,-8.0,-8,No-violate,Violate,error,No-violate,No-violate,0,1,error,0,0
1,"[-20, -11, 9, 15]","[-20, -11, 9, 15]","[-18, -9, 11, 17]","[-40, -22, 18, 30]","[-0.09090909090909091, -0.05, 0.06666666666666667, 0.1111111111111111]","[-20, -11, 2, 9, 15]","[-20, -11, 15]",-1.0,-1.0,1.0,-2.0,0.008333333333333331,2.0,-11,No-violate,Violate,Violate,No-violate,No-violate,0,1,1,0,0
2,"[-23, -22, -15, -12, -12, -12, -6, -1, 0, 7, 14]","[-23, -22, -15, -12, -12, -12, -6, -1, 0, 7, 14]","[-21, -20, -13, -10, -10, -10, -4, 1, 2, 9, 16]","[-46, -44, -30, -24, -24, -24, -12, -2, 0, 14, 28]","[-0.08333333333333333, 0.07142857142857142, -0.045454545454545456, -0.043478260869565216, -0.16666666666666666, -0.08333333333333333, 'ZeroDivisionError', -0.06666666666666667, -0.08333333333333333, -1.0, 0.14285714285714285]","[-23, -22, -15, -12, -12, -12, -6, -1, 0, 2, 7, 14]","[-23, -22, -15, -12, -12, -12, -6, -1, 7, 14]",-12,-12,-10,-24,error,-9.0,-12.0,No-violate,Violate,error,No-violate,No-violate,0,1,error,0,0
3,"[-25, 7]","[-25, 7]","[-23, 9]","[-50, 14]","[-0.04, 0.14285714285714285]","[-25, 2, 7]",[-25],-9.0,-9.0,-7.0,-18.0,0.05142857142857142,2.0,-25,No-violate,Violate,Violate,No-violate,No-violate,0,1,1,0,0
4,"[-22, -6, 2, 6]","[-22, -6, 2, 6]","[-20, -4, 4, 8]","[-44, -12, 4, 12]","[-0.16666666666666666, -0.045454545454545456, 0.16666666666666666, 0.5]","[-22, -6, 2, 2, 6]","[-6, 2, 6]",-2.0,-2.0,0.0,-4.0,0.0606060606060606,2.0,2,No-violate,Violate,Violate,No-violate,Violate,0,1,1,0,1
5,[-18],[-18],[-16],[-36],[-0.05555555555555555],"[-18, 2]",[],-18,-18,-16,-36,-0.05555555555555555,-8.0,error,No-violate,Violate,Violate,No-violate,error,0,1,1,0,error
6,"[-19, -10, 4, 7, 22]","[-19, -10, 4, 7, 22]","[-17, -8, 6, 9, 24]","[-38, -20, 8, 14, 44]","[-0.1, -0.05263157894736842, 0.045454545454545456, 0.14285714285714285, 0.25]","[-19, -10, 2, 4, 7, 22]","[-10, 4, 7, 22]",4,4,6,8,0.045454545454545456,3.0,5.5,No-violate,No-violate,No-violate,Violate,Violate,0,0,0,1,1
7,"[-25, -15, -10, -3, -2, 4, 13, 14, 19]","[-25, -15, -10, -3, -2, 4, 13, 14, 19]","[-23, -13, -8, -1, 0, 6, 15, 16, 21]","[-50, -30, -20, -6, -4, 8, 26, 28, 38]","[-0.5, -0.3333333333333333, -0.1, -0.06666666666666667, -0.04, 0.05263157894736842, 0.07142857142857142, 0.07692307692307693, 0.25]","[-25, -15, -10, -3, -2, 2, 4, 13, 14, 19]","[-25, -15, -10, -3, -2, 4, 13, 19]",-2,-2,0,-4,-0.04,0.0,-2.5,No-violate,Violate,Violate,No-violate,No-violate,0,1,1,0,0
8,"[-30, -20, -19, -19, -7, 5, 10, 10]","[-30, -20, -19, -19, -7, 5, 10, 10]","[-28, -18, -17, -17, -5, 7, 12, 12]","[-60, -40, -38, -38, -14, 10, 20, 20]","[-0.14285714285714285, -0.05263157894736842, -0.05263157894736842, -0.05, -0.03333333333333333, 0.1, 0.1, 0.2]","[-30, -20, -19, -19, -7, 2, 5, 10, 10]","[-30, -20, -19, -7, 5, 10, 10]",-13.0,-13.0,-11.0,-26.0,-0.04166666666666667,-7.0,-7,No-violate,Violate,Violate,No-violate,Violate,0,1,1,0,1
9,"[-16, -14, -7, 4]","[-16, -14, -7, 4]","[-14, -12, -5, 6]","[-32, -28, -14, 8]","[-0.14285714285714285, -0.07142857142857142, -0.0625, 0.25]","[-16, -14, -7, 2, 4]","[-16, -14, 4]",-10.5,-10.5,-8.5,-21.0,-0.06696428571428571,-7.0,-14,No-violate,Violate,Violate,No-violate,No-violate,0,1,1,0,0
10,"[-27, -3]","[-27, -3]","[-25, -1]","[-54, -6]","[-0.3333333333333333, -0.037037037037037035]","[-27, -3, 2]",[-3],-15.0,-15.0,-13.0,-30.0,-0.18518518518518517,-3.0,-3,No-violate,Violate,Violate,No-violate,Violate,0,1,1,0,1
11,"[-2, 0, 0, 10]","[-2, 0, 0, 10]","[0, 2, 2, 12]","[-4, 0, 0, 20]","['ZeroDivisionError', 0.1, -0.5, 'ZeroDivisionError']","[-2, 0, 0, 2, 10]","[-2, 0, 10]",0.0,0.0,2.0,0.0,error,0.0,0,No-violate,No-violate,error,No-violate,No-violate,0,0,error,0,0
12,"[-25, -24, -23, -17, -15, -2, 7, 11, 23]","[-25, -24, -23, -17, -15, -2, 7, 11, 23]","[-23, -22, -21, -15, -13, 0, 9, 13, 25]","[-50, -48, -46, -34, -30, -4, 14, 22, 46]","[-0.5, -0.06666666666666667, -0.058823529411764705, -0.043478260869565216, -0.041666666666666664, -0.04, 0.043478260869565216, 0.09090909090909091, 0.14285714285714285]","[-25, -24, -23, -17, -15, -2, 2, 7, 11, 23]","[-25, -24, -23, -17, -15, 7, 11, 23]",-15,-15,-13,-30,-0.041666666666666664,-8.5,-16.0,No-violate,Violate,Violate,No-violate,No-violate,0,1,1,0,0
13,"[-25, -20, -11, -6, -5, -5, -3]","[-25, -20, -11, -6, -5, -5, -3]","[-23, -18, -9, -4, -3, -3, -1]","[-50, -40, -22, -12, -10, -10, -6]","[-0.3333333333333333, -0.2, -0.2, -0.16666666666666666, -0.09090909090909091, -0.05, -0.04]","[-25, -20, -11, -6, -5, -5, -3, 2]","[-25, -20, -6, -5, -5, -3]",-6,-6,-4,-12,-0.16666666666666666,-5.5,-5.5,No-violate,Violate,Violate,No-violate,Violate,0,1,1,0,1
14,"[-24, -19, -18, -18, -11, -6, -3, 3, 6, 8, 8, 10, 12]","[-24, -19, -18, -18, -11, -6, -3, 3, 6, 8, 8, 10, 12]","[-22, -17, -16, -16, -9, -4, -1, 5, 8, 10, 10, 12, 14]","[-48, -38, -36, -36, -22, -12, -6, 6, 12, 16, 16, 20, 24]","[-0.3333333333333333, -0.16666666666666666, -0.09090909090909091, -0.05555555555555555, -0.05555555555555555, -0.05263157894736842, -0.041666666666666664, 0.08333333333333333, 0.1, 0.125, 0.125, 0.16666666666666666, 0.3333333333333333]","[-24, -19, -18, -18, -11, -6, -3, 2, 3, 6, 8, 8, 10, 12]","[-24, -19, -18, -11, -6, -3, 3, 6, 8, 8, 10, 12]",-3,-3,-1,-6,-0.041666666666666664,-0.5,0.0,No-violate,Violate,Violate,No-violate,Violate,0,1,1,0,1
15,[],[],[],[],[],[2],[],error,error,error,error,error,2.0,error,error,error,error,error,error,error,error,error,error,error
16,"[-27, -25, -18, -7, -2, -1, 5, 17]","[-27, -25, -18, -7, -2, -1, 5, 17]","[-25, -23, -16, -5, 0, 1, 7, 19]","[-54, -50, -36, -14, -4, -2, 10, 34]","[-1.0, -0.5, -0.14285714285714285, -0.05555555555555555, -0.04, -0.037037037037037035, 0.058823529411764705, 0.2]","[-27, -25, -18, -7, -2, -1, 2, 5, 17]","[-27, -25, -18, -2, -1, 5, 17]",-4.5,-4.5,-2.5,-9.0,-0.04777777777777778,-2.0,-2,No-violate,Violate,Violate,No-violate,Violate,0,1,1,0,1
17,"[-29, -20, -16, -13, -11, -2, 2, 18, 21]","[-29, -20, -16, -13, -11, -2, 2, 18, 21]","[-27, -18, -14, -11, -9, 0, 4, 20, 23]","[-58, -40, -32, -26, -22, -4, 4, 36, 42]","[-0.5, -0.09090909090909091, -0.07692307692307693, -0.0625, -0.05, -0.034482758620689655, 0.047619047619047616, 0.05555555555555555, 0.5]","[-29, -20, -16, -13, -11, -2, 2, 2, 18, 21]","[-29, -16, -13, -11, -2, 2, 18, 21]",-11,-11,-9,-22,-0.05,-6.5,-6.5,No-violate,Violate,Violate,No-violate,Violate,0,1,1,0,1
18,"[-28, -27, -27, -6, -3, 15, 21]","[-28, -27, -27, -6, -3, 15, 21]","[-26, -25, -25, -4, -1, 17, 23]","[-56, -54, -54, -12, -6, 30, 42]","[-0.3333333333333333, -0.16666666666666666, -0.037037037037037035, -0.037037037037037035, -0.03571428571428571, 0.047619047619047616, 0.06666666666666667]","[-28, -27, -27, -6, -3, 2, 15, 21]","[-28, -27, -27, -6, -3, 21]",-6,-6,-4,-12,-0.037037037037037035,-4.5,-16.5,No-violate,Violate,Violate,No-violate,No-violate,0,1,1,0,0
19,"[-25, -25, -24, -21, -16, -16, -9, -4, 14, 14, 23, 24]","[-25, -25, -24, -21, -16, -16, -9, -4, 14, 14, 23, 24]","[-23, -23, -22, -19, -14, -14, -7, -2, 16, 16, 25, 26]","[-50, -50, -48, -42, -32, -32, -18, -8, 28, 28, 46, 48]","[-0.25, -0.1111111111111111, -0.0625, -0.0625, -0.047619047619047616, -0.041666666666666664, -0.04, -0.04, 0.041666666666666664, 0.043478260869565216, 0.07142857142857142, 0.07142857142857142]","[-25, -25, -24, -21, -16, -16, -9, -4, 2, 14, 14, 23, 24]","[-25, -25, -24, -21, -16, -16, -9, 14, 14, 23, 24]",-12.5,-12.5,-10.5,-25.0,-0.04083333333333333,-9.0,-16,No-violate,Violate,Violate,No-violate,No-violate,0,1,1,0,0
20,"[-10, -9, -3, 0, 9, 17]","[-10, -9, -3, 0, 9, 17]","[-8, -7, -1, 2, 11, 19]","[-20, -18, -6, 0, 18, 34]","[-0.1111111111111111, -0.3333333333333333, 'ZeroDivisionError', 0.058823529411764705, -0.1, 0.1111111111111111]","[-10, -9, -3, 0, 2, 9, 17]","[-10, -9, 0, 9, 17]",-1.5,-1.5,0.5,-3.0,error,0.0,0,No-violate,Violate,error,No-violate,Violate,0,1,error,0,1
21,"[-25, -24, -19, -17, -17, -16, -14, -9, -4, 0, 2, 5, 18]","[-25, -24, -19, -17, -17, -16, -14, -9, -4, 0, 2, 5, 18]","[-23, -22, -17, -15, -15, -14, -12, -7, -2, 2, 4, 7, 20]","[-50, -48, -38, -34, -34, -32, -28, -18, -8, 0, 4, 10, 36]","[-0.058823529411764705, -0.1111111111111111, 0.2, -0.07142857142857142, 0.5, -0.05263157894736842, -0.25, 'ZeroDivisionError', -0.058823529411764705, -0.041666666666666664, -0.04, 0.05555555555555555, -0.0625]","[-25, -24, -19, -17, -17, -16, -14, -9, -4, 0, 2, 2, 5, 18]","[-25, -24, -19, -17, -17, -16, -14, -9, -4, 0, 5, 18]",-14,-14,-12,-28,error,-11.5,-15.0,No-violate,Violate,error,No-violate,No-violate,0,1,error,0,0
22,"[-25, -23, -22, -15, -6, -4, 0, 1, 3, 5, 6, 8, 11]","[-25, -23, -22, -15, -6, -4, 0, 1, 3, 5, 6, 8, 11]","[-23, -21, -20, -13, -4, -2, 2, 3, 5, 7, 8, 10, 13]","[-50, -46, -44, -30, -12, -8, 0, 2, 6, 10, 12, 16, 22]","[0.09090909090909091, -0.043478260869565216, 'ZeroDivisionError', 0.125, -0.04, -0.16666666666666666, 1.0, 0.2, -0.25, -0.06666666666666667, 0.3333333333333333, 0.16666666666666666, -0.045454545454545456]","[-25, -23, -22, -15, -6, -4, 0, 1, 2, 3, 5, 6, 8, 11]","[-25, -23, -22, -15, -6, -4, 0, 1, 3, 5, 6, 8]",0,0,2,0,error,0.5,-2.0,No-violate,No-violate,error,No-violate,No-violate,0,0,error,0,0
23,"[-23, -22, -22, -5, 1, 5, 10, 16, 16, 18, 19, 23, 27]","[-23, -22, -22, -5, 1, 5, 10, 16, 16, 18, 19, 23, 27]","[-21, -20, -20, -3, 3, 7, 12, 18, 18, 20, 21, 25, 29]","[-46, -44, -44, -10, 2, 10, 20, 32, 32, 36, 38, 46, 54]","[-0.2, -0.045454545454545456, -0.045454545454545456, -0.043478260869565216, 0.037037037037037035, 0.043478260869565216, 0.05263157894736842, 0.05555555555555555, 0.0625, 0.0625, 0.1, 0.2, 1.0]","[-23, -22, -22, -5, 1, 2, 5, 10, 16, 16, 18, 19, 23, 27]","[-23, -22, -22, -5, 1, 10, 16, 16, 18, 19, 23, 27]",10,10,12,20,0.05263157894736842,7.5,13.0,No-violate,No-violate,No-violate,Violate,Violate,0,0,0,1,1
24,"[-2, 1, 2, 4, 6, 18, 19, 22, 29, 29, 31]","[-2, 1, 2, 4, 6, 18, 19, 22, 29, 29, 31]","[0, 3, 4, 6, 8, 20, 21, 24, 31, 31, 33]","[-4, 2, 4, 8, 12, 36, 38, 44, 58, 58, 62]","[-0.5, 0.03225806451612903, 0.034482758620689655, 0.034482758620689655, 0.045454545454545456, 0.05263157894736842, 0.05555555555555555, 0.16666666666666666, 0.25, 0.5, 1.0]","[-2, 1, 2, 2, 4, 6, 18, 19, 22, 29, 29, 31]","[-2, 1, 2, 4, 6, 18, 19, 22, 29, 31]",18,18,20,36,0.05263157894736842,12.0,12.0,No-violate,No-violate,No-violate,Violate,No-violate,0,0,0,1,0
25,"[-17, -11, 9, 12, 16, 16, 23]","[-17, -11, 9, 12, 16, 16, 23]","[-15, -9, 11, 14, 18, 18, 25]","[-34, -22, 18, 24, 32, 32, 46]","[-0.09090909090909091, -0.058823529411764705, 0.043478260869565216, 0.0625, 0.0625, 0.08333333333333333, 0.1111111111111111]","[-17, -11, 2, 9, 12, 16, 16, 23]","[-17, -11, 9, 12, 16, 16]",12,12,14,24,0.0625,10.5,10.5,No-violate,No-violate,No-violate,Violate,No-violate,0,0,0,1,0
26,"[-15, -8, 0, 4, 12, 13, 14]","[-15, -8, 0, 4, 12, 13, 14]","[-13, -6, 2, 6, 14, 15, 16]","[-30, -16, 0, 8, 24, 26, 28]","[0.07142857142857142, 0.25, 0.07692307692307693, -0.06666666666666667, 0.08333333333333333, 'ZeroDivisionError', -0.125]","[-15, -8, 0, 2, 4, 12, 13, 14]","[-15, -8, 0, 4, 13, 14]",4,4,6,8,error,3.0,2.0,No-violate,No-violate,error,Violate,No-violate,0,0,error,1,0
27,"[-28, -23, -17, -15, -9, -7, -4, -1, 10, 11, 21]","[-28, -23, -17, -15, -9, -7, -4, -1, 10, 11, 21]","[-26, -21, -15, -13, -7, -5, -2, 1, 12, 13, 23]","[-56, -46, -34, -30, -18, -14, -8, -2, 20, 22, 42]","[-1.0, -0.25, -0.14285714285714285, -0.1111111111111111, -0.06666666666666667, -0.058823529411764705, -0.043478260869565216, -0.03571428571428571, 0.047619047619047616, 0.09090909090909091, 0.1]","[-28, -23, -17, -15, -9, -7, -4, -1, 2, 10, 11, 21]","[-28, -23, -17, -15, -9, -7, -4, -1, 10, 11]",-7,-7,-5,-14,-0.058823529411764705,-5.5,-8.0,No-violate,Violate,Violate,No-violate,No-violate,0,1,1,0,0
28,"[-25, -9]","[-25, -9]","[-23, -7]","[-50, -18]","[-0.1111111111111111, -0.04]","[-25, -9, 2]",[-25],-17.0,-17.0,-15.0,-34.0,-0.07555555555555556,-9.0,-25,No-violate,Violate,Violate,No-violate,No-violate,0,1,1,0,0
29,"[-15, -14, 0, 0, 10, 13]","[-15, -14, 0, 0, 10, 13]","[-13, -12, 2, 2, 12, 15]","[-30, -28, 0, 0, 20, 26]","[-0.06666666666666667, 'ZeroDivisionError', 0.1, 'ZeroDivisionError', -0.07142857142857142, 0.07692307692307693]","[-15, -14, 0, 0, 2, 10, 13]","[-15, -14, 0, 10, 13]",0.0,0.0,2.0,0.0,error,0.0,0,No-violate,No-violate,error,No-violate,No-violate,0,0,error,0,0
30,"[7, 14, 23, 25, 26]","[7, 14, 23, 25, 26]","[9, 16, 25, 27, 28]","[14, 28, 46, 50, 52]","[0.038461538461538464, 0.04, 0.043478260869565216, 0.07142857142857142, 0.14285714285714285]","[2, 7, 14, 23, 25, 26]","[14, 23, 25, 26]",23,23,25,46,0.043478260869565216,18.5,24.0,No-violate,No-violate,No-violate,Violate,Violate,0,0,0,1,1
31,"[-22, -19, -17, -13, -12, -12, 2, 3, 4, 15]","[-22, -19, -17, -13, -12, -12, 2, 3, 4, 15]","[-20, -17, -15, -11, -10, -10, 4, 5, 6, 17]","[-44, -38, -34, -26, -24, -24, 4, 6, 8, 30]","[-0.08333333333333333, -0.08333333333333333, -0.07692307692307693, -0.058823529411764705, -0.05263157894736842, -0.045454545454545456, 0.06666666666666667, 0.25, 0.3333333333333333, 0.5]","[-22, -19, -17, -13, -12, -12, 2, 2, 3, 4, 15]","[-22, -19, -17, -13, -12, -12, 3, 4, 15]",-12.0,-12.0,-10.0,-24.0,-0.04904306220095694,-12.0,-12,No-violate,Violate,Violate,No-violate,No-violate,0,1,1,0,0
32,"[-20, -17, -3, 12]","[-20, -17, -3, 12]","[-18, -15, -1, 14]","[-40, -34, -6, 24]","[-0.3333333333333333, -0.058823529411764705, -0.05, 0.08333333333333333]","[-20, -17, -3, 2, 12]","[-17, -3, 12]",-10.0,-10.0,-8.0,-20.0,-0.054411764705882354,-3.0,-3,No-violate,Violate,Violate,No-violate,Violate,0,1,1,0,1
33,"[-21, -15, -5, -3, 14, 22, 24, 26]","[-21, -15, -5, -3, 14, 22, 24, 26]","[-19, -13, -3, -1, 16, 24, 26, 28]","[-42, -30, -10, -6, 28, 44, 48, 52]","[-0.3333333333333333, -0.2, -0.06666666666666667, -0.047619047619047616, 0.038461538461538464, 0.041666666666666664, 0.045454545454545456, 0.07142857142857142]","[-21, -15, -5, -3, 2, 14, 22, 24, 26]","[-21, -15, -5, -3, 14, 22, 26]",5.5,5.5,7.5,11.0,-0.004578754578754576,2.0,-3,No-violate,No-violate,No-violate,Violate,No-violate,0,0,0,1,0
34,"[-13, -3, -3, -2, -1, 3, 7, 11, 19, 22, 24]","[-13, -3, -3, -2, -1, 3, 7, 11, 19, 22, 24]","[-11, -1, -1, 0, 1, 5, 9, 13, 21, 24, 26]","[-26, -6, -6, -4, -2, 6, 14, 22, 38, 44, 48]","[-1.0, -0.5, -0.3333333333333333, -0.3333333333333333, -0.07692307692307693, 0.041666666666666664, 0.045454545454545456, 0.05263157894736842, 0.09090909090909091, 0.14285714285714285, 0.3333333333333333]","[-13, -3, -3, -2, -1, 2, 3, 7, 11, 19, 22, 24]","[-13, -3, -3, -2, -1, 3, 7, 11, 19, 24]",3,3,5,6,0.041666666666666664,2.5,1.0,No-violate,No-violate,No-violate,Violate,No-violate,0,0,0,1,0
35,"[-13, 6]","[-13, 6]","[-11, 8]","[-26, 12]","[-0.07692307692307693, 0.16666666666666666]","[-13, 2, 6]",[-13],-3.5,-3.5,-1.5,-7.0,0.044871794871794865,2.0,-13,No-violate,Violate,Violate,No-violate,No-violate,0,1,1,0,0
36,"[-30, -30, -8, 0, 11, 11]","[-30, -30, -8, 0, 11, 11]","[-28, -28, -6, 2, 13, 13]","[-60, -60, -16, 0, 22, 22]","[-0.03333333333333333, 0.09090909090909091, -0.125, 'ZeroDivisionError', -0.03333333333333333, 0.09090909090909091]","[-30, -30, -8, 0, 2, 11, 11]","[-30, -30, 0, 11, 11]",-4.0,-4.0,-2.0,-8.0,error,0.0,0,No-violate,Violate,error,No-violate,Violate,0,1,error,0,1
37,"[-17, -9, 4, 6, 9, 9, 11, 12, 12, 15, 19, 19, 20, 21]","[-17, -9, 4, 6, 9, 9, 11, 12, 12, 15, 19, 19, 20, 21]","[-15, -7, 6, 8, 11, 11, 13, 14, 14, 17, 21, 21, 22, 23]","[-34, -18, 8, 12, 18, 18, 22, 24, 24, 30, 38, 38, 40, 42]","[-0.1111111111111111, -0.058823529411764705, 0.047619047619047616, 0.05, 0.05263157894736842, 0.05263157894736842, 0.06666666666666667, 0.08333333333333333, 0.08333333333333333, 0.09090909090909091, 0.1111111111111111, 0.1111111111111111, 0.16666666666666666, 0.25]","[-17, -9, 2, 4, 6, 9, 9, 11, 12, 12, 15, 19, 19, 20, 21]","[-17, -9, 4, 6, 9, 11, 12, 12, 15, 19, 19, 20, 21]",11.5,11.5,13.5,23.0,0.075,11.0,12,No-violate,No-violate,No-violate,Violate,Violate,0,0,0,1,1
38,"[-32, -23, -19, -5, 15, 19, 22]","[-32, -23, -19, -5, 15, 19, 22]","[-30, -21, -17, -3, 17, 21, 24]","[-64, -46, -38, -10, 30, 38, 44]","[-0.2, -0.05263157894736842, -0.043478260869565216, -0.03125, 0.045454545454545456, 0.05263157894736842, 0.06666666666666667]","[-32, -23, -19, -5, 2, 15, 19, 22]","[-32, -19, -5, 15, 19, 22]",-5,-5,-3,-10,-0.03125,-1.5,5.0,No-violate,Violate,Violate,No-violate,Violate,0,1,1,0,1
39,"[-18, -16, -14, -10, 13]","[-18, -16, -14, -10, 13]","[-16, -14, -12, -8, 15]","[-36, -32, -28, -20, 26]","[-0.1, -0.07142857142857142, -0.0625, -0.05555555555555555, 0.07692307692307693]","[-18, -16, -14, -10, 2, 13]","[-18, -16, -10, 13]",-14,-14,-12,-28,-0.0625,-12.0,-13.0,No-violate,Violate,Violate,No-violate,Violate,0,1,1,0,1
40,"[-15, -15, -4, -3, 9, 20, 27]","[-15, -15, -4, -3, 9, 20, 27]","[-13, -13, -2, -1, 11, 22, 29]","[-30, -30, -8, -6, 18, 40, 54]","[-0.3333333333333333, -0.25, -0.06666666666666667, -0.06666666666666667, 0.037037037037037035, 0.05, 0.1111111111111111]","[-15, -15, -4, -3, 2, 9, 20, 27]","[-15, -4, -3, 9, 20, 27]",-3,-3,-1,-6,-0.06666666666666667,-0.5,3.0,No-violate,Violate,Violate,No-violate,Violate,0,1,1,0,1
41,"[-16, -8, -1, -1, 16, 24]","[-16, -8, -1, -1, 16, 24]","[-14, -6, 1, 1, 18, 26]","[-32, -16, -2, -2, 32, 48]","[-1.0, -1.0, -0.125, -0.0625, 0.041666666666666664, 0.0625]","[-16, -8, -1, -1, 2, 16, 24]","[-8, -1, -1, 16, 24]",-1.0,-1.0,1.0,-2.0,-0.09375,-1.0,-1,No-violate,Violate,Violate,No-violate,No-violate,0,1,1,0,0
42,"[-9, -1, 0, 13, 22, 27]","[-9, -1, 0, 13, 22, 27]","[-7, 1, 2, 15, 24, 29]","[-18, -2, 0, 26, 44, 54]","[-1.0, 0.07692307692307693, 0.045454545454545456, -0.1111111111111111, 0.037037037037037035, 'ZeroDivisionError']","[-9, -1, 0, 2, 13, 22, 27]","[-9, -1, 13, 22, 27]",6.5,6.5,8.5,13.0,error,2.0,13,No-violate,No-violate,error,Violate,Violate,0,0,error,1,1
43,[],[],[],[],[],[2],[],error,error,error,error,error,2.0,error,error,error,error,error,error,error,error,error,error,error
44,"[-10, 1, 4, 20, 22, 26]","[-10, 1, 4, 20, 22, 26]","[-8, 3, 6, 22, 24, 28]","[-20, 2, 8, 40, 44, 52]","[-0.1, 0.038461538461538464, 0.045454545454545456, 0.05, 0.25, 1.0]","[-10, 1, 2, 4, 20, 22, 26]","[-10, 4, 20, 22, 26]",12.0,12.0,14.0,24.0,0.04772727272727273,4.0,20,No-violate,No-violate,No-violate,Violate,Violate,0,0,0,1,1
45,[5],[5],[7],[10],[0.2],"[2, 5]",[],5,5,7,10,0.2,3.5,error,No-violate,No-violate,No-violate,Violate,error,0,0,0,1,error
46,"[-16, -12, -6, -5, 0, 2, 23]","[-16, -12, -6, -5, 0, 2, 23]","[-14, -10, -4, -3, 2, 4, 25]","[-32, -24, -12, -10, 0, 4, 46]","[-0.08333333333333333, 0.043478260869565216, 'ZeroDivisionError', -0.0625, 0.5, -0.16666666666666666, -0.2]","[-16, -12, -6, -5, 0, 2, 2, 23]","[-12, -6, -5, 0, 2, 23]",-5,-5,-3,-10,error,-2.5,-2.5,No-violate,Violate,error,No-violate,Violate,0,1,error,0,1
47,"[-17, -1, 5, 6, 7, 8, 10, 11, 19, 21, 25, 25]","[-17, -1, 5, 6, 7, 8, 10, 11, 19, 21, 25, 25]","[-15, 1, 7, 8, 9, 10, 12, 13, 21, 23, 27, 27]","[-34, -2, 10, 12, 14, 16, 20, 22, 38, 42, 50, 50]","[-1.0, -0.058823529411764705, 0.04, 0.04, 0.047619047619047616, 0.05263157894736842, 0.09090909090909091, 0.1, 0.125, 0.14285714285714285, 0.16666666666666666, 0.2]","[-17, -1, 2, 5, 6, 7, 8, 10, 11, 19, 21, 25, 25]","[-17, -1, 5, 6, 7, 8, 10, 11, 21, 25, 25]",9.0,9.0,11.0,18.0,0.07177033492822966,8.0,8,No-violate,No-violate,No-violate,Violate,No-violate,0,0,0,1,0
48,[],[],[],[],[],[2],[],error,error,error,error,error,2.0,error,error,error,error,error,error,error,error,error,error,error
49,"[-10, -10, -10, -7, -5, 0, 1, 3, 7, 14, 16, 20, 22]","[-10, -10, -10, -7, -5, 0, 1, 3, 7, 14, 16, 20, 22]","[-8, -8, -8, -5, -3, 2, 3, 5, 9, 16, 18, 22, 24]","[-20, -20, -20, -14, -10, 0, 2, 6, 14, 28, 32, 40, 44]","[0.14285714285714285, 0.3333333333333333, -0.14285714285714285, -0.1, -0.1, 0.05, 0.07142857142857142, -0.2, -0.1, 'ZeroDivisionError', 0.0625, 1.0, 0.045454545454545456]","[-10, -10, -10, -7, -5, 0, 1, 2, 3, 7, 14, 16, 20, 22]","[-10, -10, -10, -7, -5, 0, 1, 3, 7, 14, 20, 22]",1,1,3,2,error,1.5,0.5,No-violate,No-violate,error,No-violate,No-violate,0,0,error,0,0
50,"[-17, 6, 20]","[-17, 6, 20]","[-15, 8, 22]","[-34, 12, 40]","[-0.058823529411764705, 0.05, 0.16666666666666666]","[-17, 2, 6, 20]","[6, 20]",6,6,8,12,0.05,4.0,13.0,No-violate,No-violate,No-violate,Violate,Violate,0,0,0,1,1
51,"[-26, -26, -21, -19, -17, -17, -16, 13, 14, 21, 24]","[-26, -26, -21, -19, -17, -17, -16, 13, 14, 21, 24]","[-24, -24, -19, -17, -15, -15, -14, 15, 16, 23, 26]","[-52, -52, -42, -38, -34, -34, -32, 26, 28, 42, 48]","[-0.0625, -0.058823529411764705, -0.058823529411764705, -0.05263157894736842, -0.047619047619047616, -0.038461538461538464, -0.038461538461538464, 0.041666666666666664, 0.047619047619047616, 0.07142857142857142, 0.07692307692307693]","[-26, -26, -21, -19, -17, -17, -16, 2, 13, 14, 21, 24]","[-26, -21, -19, -17, -17, -16, 13, 14, 21, 24]",-17,-17,-15,-34,-0.038461538461538464,-16.5,-16.5,No-violate,Violate,Violate,No-violate,Violate,0,1,1,0,1
