,td,ttd_mr_per,ttd_mr_add,ttd_mr_mul,ttd_mr_inv,ttd_mr_inc,ttd_mr_exc,td_output,ttd_output_mr_per,ttd_output_mr_add,ttd_output_mr_mul,ttd_output_mr_inv,ttd_output_mr_inc,ttd_output_mr_exc,vs_str_mr_add,vs_str_mr_mul,vs_str_mr_inv,vs_str_mr_inc,vs_str_mr_exc,vs_mr_add,vs_mr_mul,vs_mr_inv,vs_mr_inc,vs_mr_exc
116,"[-20, 1, 6, 10, 11, 18]","[-20, 1, 6, 10, 11, 18]","[-18, 3, 8, 12, 13, 20]","[-40, 2, 12, 20, 22, 36]","[-0.05, 0.05555555555555555, 0.09090909090909091, 0.1, 0.16666666666666666, 1.0]","[-20, 1, 2, 6, 10, 11, 18]","[-20, 1, 6, 10, 18]",8.0,8.0,10.0,16.0,0.09545454545454546,6.0,6,No-violate,No-violate,No-violate,Violate,No-violate,0,0,0,1,0
117,"[-24, -23, -8, -6, -3, 0, 2, 7, 13]","[-24, -23, -8, -6, -3, 0, 2, 7, 13]","[-22, -21, -6, -4, -1, 2, 4, 9, 15]","[-48, -46, -16, -12, -6, 0, 4, 14, 26]","[0.5, -0.041666666666666664, -0.16666666666666666, -0.125, -0.043478260869565216, 0.14285714285714285, 0.07692307692307693, 'ZeroDivisionError', -0.3333333333333333]","[-24, -23, -8, -6, -3, 0, 2, 2, 7, 13]","[-24, -23, -8, -6, -3, 2, 7, 13]",-3,-3,-1,-6,error,-1.5,-4.5,No-violate,Violate,error,No-violate,No-violate,0,1,error,0,0
118,"[7, 8]","[7, 8]","[9, 10]","[14, 16]","[0.125, 0.14285714285714285]","[2, 7, 8]",[8],7.5,7.5,9.5,15.0,0.13392857142857142,7.0,8,No-violate,No-violate,No-violate,Violate,Violate,0,0,0,1,1
119,[21],[21],[23],[42],[0.047619047619047616],"[2, 21]",[],21,21,23,42,0.047619047619047616,11.5,error,No-violate,No-violate,No-violate,Violate,error,0,0,0,1,error
120,[],[],[],[],[],[2],[],error,error,error,error,error,2.0,error,error,error,error,error,error,error,error,error,error,error
121,"[-25, -13, -13, -7, -5]","[-25, -13, -13, -7, -5]","[-23, -11, -11, -5, -3]","[-50, -26, -26, -14, -10]","[-0.2, -0.14285714285714285, -0.07692307692307693, -0.07692307692307693, -0.04]","[-25, -13, -13, -7, -5, 2]","[-25, -13, -13, -5]",-13,-13,-11,-26,-0.07692307692307693,-10.0,-13.0,No-violate,Violate,Violate,No-violate,No-violate,0,1,1,0,0
122,"[-25, -23, -22, -17, -12, -12, 1, 3, 4, 14]","[-25, -23, -22, -17, -12, -12, 1, 3, 4, 14]","[-23, -21, -20, -15, -10, -10, 3, 5, 6, 16]","[-50, -46, -44, -34, -24, -24, 2, 6, 8, 28]","[-0.08333333333333333, -0.08333333333333333, -0.058823529411764705, -0.045454545454545456, -0.043478260869565216, -0.04, 0.07142857142857142, 0.25, 0.3333333333333333, 1.0]","[-25, -23, -22, -17, -12, -12, 1, 2, 3, 4, 14]","[-25, -23, -22, -17, -12, -12, 3, 4, 14]",-12.0,-12.0,-10.0,-24.0,-0.04173913043478261,-12.0,-12,No-violate,Violate,Violate,No-violate,No-violate,0,1,1,0,0
123,"[-28, -20, -19, -18, -16, -8, -8, 2, 8, 13, 15, 18]","[-28, -20, -19, -18, -16, -8, -8, 2, 8, 13, 15, 18]","[-26, -18, -17, -16, -14, -6, -6, 4, 10, 15, 17, 20]","[-56, -40, -38, -36, -32, -16, -16, 4, 16, 26, 30, 36]","[-0.125, -0.125, -0.0625, -0.05555555555555555, -0.05263157894736842, -0.05, -0.03571428571428571, 0.05555555555555555, 0.06666666666666667, 0.07692307692307693, 0.125, 0.5]","[-28, -20, -19, -18, -16, -8, -8, 2, 2, 8, 13, 15, 18]","[-28, -20, -19, -18, -16, -8, -8, 2, 8, 13, 18]",-8.0,-8.0,-6.0,-16.0,-0.04285714285714286,-8.0,-8,No-violate,Violate,Violate,No-violate,No-violate,0,1,1,0,0
124,"[-15, -7, -5, -5, -3, 4, 8, 8, 13, 16, 19, 22, 24, 24]","[-15, -7, -5, -5, -3, 4, 8, 8, 13, 16, 19, 22, 24, 24]","[-13, -5, -3, -3, -1, 6, 10, 10, 15, 18, 21, 24, 26, 26]","[-30, -14, -10, -10, -6, 8, 16, 16, 26, 32, 38, 44, 48, 48]","[-0.3333333333333333, -0.2, -0.2, -0.14285714285714285, -0.06666666666666667, 0.041666666666666664, 0.041666666666666664, 0.045454545454545456, 0.05263157894736842, 0.0625, 0.07692307692307693, 0.125, 0.125, 0.25]","[-15, -7, -5, -5, -3, 2, 4, 8, 8, 13, 16, 19, 22, 24, 24]","[-15, -7, -5, -5, -3, 8, 8, 13, 16, 19, 22, 24, 24]",8.0,8.0,10.0,16.0,0.043560606060606064,8.0,8,No-violate,No-violate,No-violate,No-violate,No-violate,0,0,0,0,0
125,[],[],[],[],[],[2],[],error,error,error,error,error,2.0,error,error,error,error,error,error,error,error,error,error,error
126,"[-18, -17, -12, -10, -8, 4, 4, 5, 5, 5, 8, 8, 11, 11]","[-18, -17, -12, -10, -8, 4, 4, 5, 5, 5, 8, 8, 11, 11]","[-16, -15, -10, -8, -6, 6, 6, 7, 7, 7, 10, 10, 13, 13]","[-36, -34, -24, -20, -16, 8, 8, 10, 10, 10, 16, 16, 22, 22]","[-0.125, -0.1, -0.08333333333333333, -0.058823529411764705, -0.05555555555555555, 0.09090909090909091, 0.09090909090909091, 0.125, 0.125, 0.2, 0.2, 0.2, 0.25, 0.25]","[-18, -17, -12, -10, -8, 2, 4, 4, 5, 5, 5, 8, 8, 11, 11]","[-18, -17, -10, -8, 4, 4, 5, 5, 5, 8, 8, 11, 11]",4.5,4.5,6.5,9.0,0.10795454545454546,4.0,5,No-violate,No-violate,No-violate,Violate,Violate,0,0,0,1,1
127,"[-7, 2, 15, 32]","[-7, 2, 15, 32]","[-5, 4, 17, 34]","[-14, 4, 30, 64]","[-0.14285714285714285, 0.03125, 0.06666666666666667, 0.5]","[-7, 2, 2, 15, 32]","[-7, 2, 15]",8.5,8.5,10.5,17.0,0.04895833333333333,2.0,2,No-violate,No-violate,No-violate,Violate,No-violate,0,0,0,1,0
128,"[-21, -20, -20, -11, -10, -9, -8, 1, 2, 3, 12, 13]","[-21, -20, -20, -11, -10, -9, -8, 1, 2, 3, 12, 13]","[-19, -18, -18, -9, -8, -7, -6, 3, 4, 5, 14, 15]","[-42, -40, -40, -22, -20, -18, -16, 2, 4, 6, 24, 26]","[-0.125, -0.1111111111111111, -0.1, -0.09090909090909091, -0.05, -0.05, -0.047619047619047616, 0.07692307692307693, 0.08333333333333333, 0.3333333333333333, 0.5, 1.0]","[-21, -20, -20, -11, -10, -9, -8, 1, 2, 2, 3, 12, 13]","[-21, -20, -11, -10, -9, -8, 1, 2, 3, 12, 13]",-8.5,-8.5,-6.5,-17.0,-0.04880952380952381,-8.0,-8,No-violate,Violate,Violate,No-violate,Violate,0,1,1,0,1
129,"[-27, -22, -20, -18, -16, -9, 1, 4, 9, 9, 16, 25, 28]","[-27, -22, -20, -18, -16, -9, 1, 4, 9, 9, 16, 25, 28]","[-25, -20, -18, -16, -14, -7, 3, 6, 11, 11, 18, 27, 30]","[-54, -44, -40, -36, -32, -18, 2, 8, 18, 18, 32, 50, 56]","[-0.1111111111111111, -0.0625, -0.05555555555555555, -0.05, -0.045454545454545456, -0.037037037037037035, 0.03571428571428571, 0.04, 0.0625, 0.1111111111111111, 0.1111111111111111, 0.25, 1.0]","[-27, -22, -20, -18, -16, -9, 1, 2, 4, 9, 9, 16, 25, 28]","[-22, -20, -18, -16, -9, 1, 4, 9, 9, 16, 25, 28]",1,1,3,2,0.03571428571428571,1.5,2.5,No-violate,No-violate,No-violate,No-violate,Violate,0,0,0,0,1
130,"[-24, -12, -7, -6, -1, 2, 3, 19]","[-24, -12, -7, -6, -1, 2, 3, 19]","[-22, -10, -5, -4, 1, 4, 5, 21]","[-48, -24, -14, -12, -2, 4, 6, 38]","[-1.0, -0.16666666666666666, -0.14285714285714285, -0.08333333333333333, -0.041666666666666664, 0.05263157894736842, 0.3333333333333333, 0.5]","[-24, -12, -7, -6, -1, 2, 2, 3, 19]","[-24, -12, -7, -1, 2, 3, 19]",-3.5,-3.5,-1.5,-7.0,-0.0625,-1.0,-1,No-violate,Violate,Violate,No-violate,Violate,0,1,1,0,1
131,[],[],[],[],[],[2],[],error,error,error,error,error,2.0,error,error,error,error,error,error,error,error,error,error,error
132,"[-27, -23, -19, -18, 2, 3, 4, 6]","[-27, -23, -19, -18, 2, 3, 4, 6]","[-25, -21, -17, -16, 4, 5, 6, 8]","[-54, -46, -38, -36, 4, 6, 8, 12]","[-0.05555555555555555, -0.05263157894736842, -0.043478260869565216, -0.037037037037037035, 0.16666666666666666, 0.25, 0.3333333333333333, 0.5]","[-27, -23, -19, -18, 2, 2, 3, 4, 6]","[-27, -23, -19, -18, 2, 3, 6]",-8.0,-8.0,-6.0,-16.0,0.06481481481481481,2.0,-18,No-violate,Violate,Violate,No-violate,No-violate,0,1,1,0,0
133,"[-30, -27, -26, -25, -6, 7, 13, 14]","[-30, -27, -26, -25, -6, 7, 13, 14]","[-28, -25, -24, -23, -4, 9, 15, 16]","[-60, -54, -52, -50, -12, 14, 26, 28]","[-0.16666666666666666, -0.04, -0.038461538461538464, -0.037037037037037035, -0.03333333333333333, 0.07142857142857142, 0.07692307692307693, 0.14285714285714285]","[-30, -27, -26, -25, -6, 2, 7, 13, 14]","[-30, -27, -26, -6, 7, 13, 14]",-15.5,-15.5,-13.5,-31.0,-0.03518518518518518,-6.0,-6,No-violate,Violate,Violate,No-violate,Violate,0,1,1,0,1
134,"[-23, -22, -20, 2, 2]","[-23, -22, -20, 2, 2]","[-21, -20, -18, 4, 4]","[-46, -44, -40, 4, 4]","[-0.05, -0.045454545454545456, -0.043478260869565216, 0.5, 0.5]","[-23, -22, -20, 2, 2, 2]","[-23, -22, -20, 2]",-20,-20,-18,-40,-0.043478260869565216,-9.0,-21.0,No-violate,Violate,Violate,No-violate,No-violate,0,1,1,0,0
135,"[-24, -16, 21, 22, 23, 24]","[-24, -16, 21, 22, 23, 24]","[-22, -14, 23, 24, 25, 26]","[-48, -32, 42, 44, 46, 48]","[-0.0625, -0.041666666666666664, 0.041666666666666664, 0.043478260869565216, 0.045454545454545456, 0.047619047619047616]","[-24, -16, 2, 21, 22, 23, 24]","[-24, -16, 21, 22, 24]",21.5,21.5,23.5,43.0,0.04257246376811594,21.0,21,No-violate,No-violate,No-violate,Violate,No-violate,0,0,0,1,0
136,"[-25, -25, -13, -12, -9, -9, 0, 11, 13, 13, 14, 15]","[-25, -25, -13, -12, -9, -9, 0, 11, 13, 13, 14, 15]","[-23, -23, -11, -10, -7, -7, 2, 13, 15, 15, 16, 17]","[-50, -50, -26, -24, -18, -18, 0, 22, 26, 26, 28, 30]","['ZeroDivisionError', 0.07142857142857142, 0.06666666666666667, -0.07692307692307693, -0.1111111111111111, -0.04, 0.09090909090909091, 0.07692307692307693, 0.07692307692307693, -0.04, -0.1111111111111111, -0.08333333333333333]","[-25, -25, -13, -12, -9, -9, 0, 2, 11, 13, 13, 14, 15]","[-25, -13, -12, -9, -9, 0, 11, 13, 13, 14, 15]",-4.5,-4.5,-2.5,-9.0,error,0.0,0,No-violate,Violate,error,No-violate,Violate,0,1,error,0,1
137,"[-14, -9, -7, 0, 6, 7]","[-14, -9, -7, 0, 6, 7]","[-12, -7, -5, 2, 8, 9]","[-28, -18, -14, 0, 12, 14]","[-0.1111111111111111, -0.14285714285714285, 0.16666666666666666, 'ZeroDivisionError', 0.14285714285714285, -0.07142857142857142]","[-14, -9, -7, 0, 2, 6, 7]","[-14, -7, 0, 6, 7]",-3.5,-3.5,-1.5,-7.0,error,0.0,0,No-violate,Violate,error,No-violate,Violate,0,1,error,0,1
138,"[-9, -1, 13, 15]","[-9, -1, 13, 15]","[-7, 1, 15, 17]","[-18, -2, 26, 30]","[-1.0, -0.1111111111111111, 0.06666666666666667, 0.07692307692307693]","[-9, -1, 2, 13, 15]","[-9, -1, 13]",6.0,6.0,8.0,12.0,-0.02222222222222222,2.0,-1,No-violate,No-violate,No-violate,Violate,No-violate,0,0,0,1,0
139,"[-31, -30, -24, -23, -23, -20, -10, -10, -3, 0, 7, 10, 14, 25]","[-31, -30, -24, -23, -23, -20, -10, -10, -3, 0, 7, 10, 14, 25]","[-29, -28, -22, -21, -21, -18, -8, -8, -1, 2, 9, 12, 16, 27]","[-62, -60, -48, -46, -46, -40, -20, -20, -6, 0, 14, 20, 28, 50]","[-0.043478260869565216, -0.043478260869565216, 0.04, -0.05, -0.041666666666666664, 0.14285714285714285, 0.07142857142857142, -0.1, 0.1, -0.03333333333333333, -0.1, 'ZeroDivisionError', -0.03225806451612903, -0.3333333333333333]","[-31, -30, -24, -23, -23, -20, -10, -10, -3, 0, 2, 7, 10, 14, 25]","[-31, -30, -24, -23, -23, -20, -10, -10, -3, 0, 7, 14, 25]",-10.0,-10.0,-8.0,-20.0,error,-10.0,-10,No-violate,Violate,error,No-violate,No-violate,0,1,error,0,0
140,"[-28, -26, -26, -20, -18, -17, -17, -15, -2, 8, 9, 14, 21, 27]","[-28, -26, -26, -20, -18, -17, -17, -15, -2, 8, 9, 14, 21, 27]","[-26, -24, -24, -18, -16, -15, -15, -13, 0, 10, 11, 16, 23, 29]","[-56, -52, -52, -40, -36, -34, -34, -30, -4, 16, 18, 28, 42, 54]","[-0.5, -0.06666666666666667, -0.058823529411764705, -0.058823529411764705, -0.05555555555555555, -0.05, -0.038461538461538464, -0.038461538461538464, -0.03571428571428571, 0.037037037037037035, 0.047619047619047616, 0.07142857142857142, 0.1111111111111111, 0.125]","[-28, -26, -26, -20, -18, -17, -17, -15, -2, 2, 8, 9, 14, 21, 27]","[-26, -26, -20, -18, -17, -17, -15, -2, 8, 9, 14, 21, 27]",-16.0,-16.0,-14.0,-32.0,-0.038461538461538464,-15.0,-15,No-violate,Violate,Violate,No-violate,Violate,0,1,1,0,1
141,"[-15, -9, -8, -5, -2, 1, 8, 15, 15, 18, 21]","[-15, -9, -8, -5, -2, 1, 8, 15, 15, 18, 21]","[-13, -7, -6, -3, 0, 3, 10, 17, 17, 20, 23]","[-30, -18, -16, -10, -4, 2, 16, 30, 30, 36, 42]","[-0.5, -0.2, -0.125, -0.1111111111111111, -0.06666666666666667, 0.047619047619047616, 0.05555555555555555, 0.06666666666666667, 0.06666666666666667, 0.125, 1.0]","[-15, -9, -8, -5, -2, 1, 2, 8, 15, 15, 18, 21]","[-15, -9, -5, -2, 1, 8, 15, 15, 18, 21]",1,1,3,2,0.047619047619047616,1.5,4.5,No-violate,No-violate,No-violate,No-violate,Violate,0,0,0,0,1
142,"[-21, -7, 2, 9, 16]","[-21, -7, 2, 9, 16]","[-19, -5, 4, 11, 18]","[-42, -14, 4, 18, 32]","[-0.14285714285714285, -0.047619047619047616, 0.0625, 0.1111111111111111, 0.5]","[-21, -7, 2, 2, 9, 16]","[-7, 2, 9, 16]",2,2,4,4,0.0625,2.0,5.5,No-violate,No-violate,No-violate,No-violate,Violate,0,0,0,0,1
143,[],[],[],[],[],[2],[],error,error,error,error,error,2.0,error,error,error,error,error,error,error,error,error,error,error
144,"[-17, -17, -16, -16, -10, -1, 3, 5, 5, 6, 9, 13]","[-17, -17, -16, -16, -10, -1, 3, 5, 5, 6, 9, 13]","[-15, -15, -14, -14, -8, 1, 5, 7, 7, 8, 11, 15]","[-34, -34, -32, -32, -20, -2, 6, 10, 10, 12, 18, 26]","[-1.0, -0.1, -0.0625, -0.0625, -0.058823529411764705, -0.058823529411764705, 0.07692307692307693, 0.1111111111111111, 0.16666666666666666, 0.2, 0.2, 0.3333333333333333]","[-17, -17, -16, -16, -10, -1, 2, 3, 5, 5, 6, 9, 13]","[-17, -17, -16, -16, -10, -1, 5, 5, 6, 9, 13]",1.0,1.0,3.0,2.0,0.009049773755656111,2.0,-1,No-violate,No-violate,No-violate,No-violate,No-violate,0,0,0,0,0
145,"[-21, -6]","[-21, -6]","[-19, -4]","[-42, -12]","[-0.16666666666666666, -0.047619047619047616]","[-21, -6, 2]",[-21],-13.5,-13.5,-11.5,-27.0,-0.10714285714285714,-6.0,-21,No-violate,Violate,Violate,No-violate,No-violate,0,1,1,0,0
146,"[-17, -15, -15, -12, -11, 5, 10, 14, 16]","[-17, -15, -15, -12, -11, 5, 10, 14, 16]","[-15, -13, -13, -10, -9, 7, 12, 16, 18]","[-34, -30, -30, -24, -22, 10, 20, 28, 32]","[-0.09090909090909091, -0.08333333333333333, -0.06666666666666667, -0.06666666666666667, -0.058823529411764705, 0.0625, 0.07142857142857142, 0.1, 0.2]","[-17, -15, -15, -12, -11, 2, 5, 10, 14, 16]","[-17, -15, -15, -12, 5, 10, 14, 16]",-11,-11,-9,-22,-0.058823529411764705,-4.5,-3.5,No-violate,Violate,Violate,No-violate,Violate,0,1,1,0,1
147,"[-20, -12, -12, 0, 16, 21]","[-20, -12, -12, 0, 16, 21]","[-18, -10, -10, 2, 18, 23]","[-40, -24, -24, 0, 32, 42]","['ZeroDivisionError', -0.05, 0.047619047619047616, 0.0625, -0.08333333333333333, -0.08333333333333333]","[-20, -12, -12, 0, 2, 16, 21]","[-20, -12, -12, 0, 16]",-6.0,-6.0,-4.0,-12.0,error,0.0,-12,No-violate,Violate,error,No-violate,No-violate,0,1,error,0,0
148,"[-22, -21, -20, -9, 1, 4, 9, 9, 13, 15, 19, 23]","[-22, -21, -20, -9, 1, 4, 9, 9, 13, 15, 19, 23]","[-20, -19, -18, -7, 3, 6, 11, 11, 15, 17, 21, 25]","[-44, -42, -40, -18, 2, 8, 18, 18, 26, 30, 38, 46]","[-0.1111111111111111, -0.05, -0.047619047619047616, -0.045454545454545456, 0.043478260869565216, 0.05263157894736842, 0.06666666666666667, 0.07692307692307693, 0.1111111111111111, 0.1111111111111111, 0.25, 1.0]","[-22, -21, -20, -9, 1, 2, 4, 9, 9, 13, 15, 19, 23]","[-22, -21, -20, -9, 4, 9, 9, 13, 15, 19, 23]",6.5,6.5,8.5,13.0,0.05964912280701754,4.0,9,No-violate,No-violate,No-violate,Violate,Violate,0,0,0,1,1
149,[16],[16],[18],[32],[0.0625],"[2, 16]",[],16,16,18,32,0.0625,9.0,error,No-violate,No-violate,No-violate,Violate,error,0,0,0,1,error
150,"[-25, -23, -17, -17, -10, -3, -1, -1, 3, 9, 10]","[-25, -23, -17, -17, -10, -3, -1, -1, 3, 9, 10]","[-23, -21, -15, -15, -8, -1, 1, 1, 5, 11, 12]","[-50, -46, -34, -34, -20, -6, -2, -2, 6, 18, 20]","[-1.0, -1.0, -0.3333333333333333, -0.1, -0.058823529411764705, -0.058823529411764705, -0.043478260869565216, -0.04, 0.1, 0.1111111111111111, 0.3333333333333333]","[-25, -23, -17, -17, -10, -3, -1, -1, 2, 3, 9, 10]","[-25, -23, -17, -17, -10, -1, -1, 3, 9, 10]",-3,-3,-1,-6,-0.058823529411764705,-2.0,-5.5,No-violate,Violate,Violate,No-violate,No-violate,0,1,1,0,0
151,"[-4, 5, 11]","[-4, 5, 11]","[-2, 7, 13]","[-8, 10, 22]","[-0.25, 0.09090909090909091, 0.2]","[-4, 2, 5, 11]","[-4, 5]",5,5,7,10,0.09090909090909091,3.5,0.5,No-violate,No-violate,No-violate,Violate,No-violate,0,0,0,1,0
152,"[-7, 2, 12, 12, 13, 13, 20, 24, 28, 29, 30]","[-7, 2, 12, 12, 13, 13, 20, 24, 28, 29, 30]","[-5, 4, 14, 14, 15, 15, 22, 26, 30, 31, 32]","[-14, 4, 24, 24, 26, 26, 40, 48, 56, 58, 60]","[-0.14285714285714285, 0.03333333333333333, 0.034482758620689655, 0.03571428571428571, 0.041666666666666664, 0.05, 0.07692307692307693, 0.07692307692307693, 0.08333333333333333, 0.08333333333333333, 0.5]","[-7, 2, 2, 12, 12, 13, 13, 20, 24, 28, 29, 30]","[-7, 2, 12, 12, 13, 20, 24, 28, 29, 30]",13,13,15,26,0.05,13.0,16.5,No-violate,No-violate,No-violate,No-violate,Violate,0,0,0,0,1
153,"[-16, -9, -5, -2, 0, 2, 10, 15, 21]","[-16, -9, -5, -2, 0, 2, 10, 15, 21]","[-14, -7, -3, 0, 2, 4, 12, 17, 23]","[-32, -18, -10, -4, 0, 4, 20, 30, 42]","[0.047619047619047616, 0.1, -0.1111111111111111, -0.2, -0.0625, -0.5, 0.06666666666666667, 0.5, 'ZeroDivisionError']","[-16, -9, -5, -2, 0, 2, 2, 10, 15, 21]","[-16, -9, -5, -2, 0, 2, 10, 21]",0,0,2,0,error,1.0,-1.0,No-violate,No-violate,error,No-violate,No-violate,0,0,error,0,0
154,"[-14, -13, -10, -6, -5, -5, -4, 3, 4, 12, 13, 16, 16]","[-14, -13, -10, -6, -5, -5, -4, 3, 4, 12, 13, 16, 16]","[-12, -11, -8, -4, -3, -3, -2, 5, 6, 14, 15, 18, 18]","[-28, -26, -20, -12, -10, -10, -8, 6, 8, 24, 26, 32, 32]","[-0.25, -0.2, -0.2, -0.16666666666666666, -0.1, -0.07692307692307693, -0.07142857142857142, 0.0625, 0.0625, 0.07692307692307693, 0.08333333333333333, 0.25, 0.3333333333333333]","[-14, -13, -10, -6, -5, -5, -4, 2, 3, 4, 12, 13, 16, 16]","[-14, -13, -10, -6, -5, -5, -4, 3, 12, 13, 16, 16]",-4,-4,-2,-8,-0.07142857142857142,-1.0,-4.5,No-violate,Violate,Violate,No-violate,No-violate,0,1,1,0,0
155,"[-30, -21, -18, -7, -7, -6, -5, -2, 4, 8, 13, 14, 21, 21]","[-30, -21, -18, -7, -7, -6, -5, -2, 4, 8, 13, 14, 21, 21]","[-28, -19, -16, -5, -5, -4, -3, 0, 6, 10, 15, 16, 23, 23]","[-60, -42, -36, -14, -14, -12, -10, -4, 8, 16, 26, 28, 42, 42]","[-0.5, -0.2, -0.16666666666666666, -0.14285714285714285, -0.14285714285714285, -0.05555555555555555, -0.047619047619047616, -0.03333333333333333, 0.047619047619047616, 0.047619047619047616, 0.07142857142857142, 0.07692307692307693, 0.125, 0.25]","[-30, -21, -18, -7, -7, -6, -5, -2, 2, 4, 8, 13, 14, 21, 21]","[-30, -21, -7, -7, -6, -5, -2, 4, 8, 13, 14, 21, 21]",-3.5,-3.5,-1.5,-7.0,-0.04047619047619047,-2.0,-2,No-violate,Violate,Violate,No-violate,Violate,0,1,1,0,1
156,"[-22, -17, -15, -8, -8, -7, 1, 9, 17]","[-22, -17, -15, -8, -8, -7, 1, 9, 17]","[-20, -15, -13, -6, -6, -5, 3, 11, 19]","[-44, -34, -30, -16, -16, -14, 2, 18, 34]","[-0.14285714285714285, -0.125, -0.125, -0.06666666666666667, -0.058823529411764705, -0.045454545454545456, 0.058823529411764705, 0.1111111111111111, 1.0]","[-22, -17, -15, -8, -8, -7, 1, 2, 9, 17]","[-22, -17, -15, -8, -8, 1, 9, 17]",-8,-8,-6,-16,-0.058823529411764705,-7.5,-8.0,No-violate,Violate,Violate,No-violate,No-violate,0,1,1,0,0
157,"[-27, -20, -11, -3, 16, 19, 22, 25, 27]","[-27, -20, -11, -3, 16, 19, 22, 25, 27]","[-25, -18, -9, -1, 18, 21, 24, 27, 29]","[-54, -40, -22, -6, 32, 38, 44, 50, 54]","[-0.3333333333333333, -0.09090909090909091, -0.05, -0.037037037037037035, 0.037037037037037035, 0.04, 0.045454545454545456, 0.05263157894736842, 0.0625]","[-27, -20, -11, -3, 2, 16, 19, 22, 25, 27]","[-27, -20, -3, 16, 19, 22, 25, 27]",16,16,18,32,0.037037037037037035,9.0,17.5,No-violate,No-violate,No-violate,Violate,Violate,0,0,0,1,1
158,[],[],[],[],[],[2],[],error,error,error,error,error,2.0,error,error,error,error,error,error,error,error,error,error,error
159,"[-21, -20, -8, -4, -4, 5, 7, 11, 19]","[-21, -20, -8, -4, -4, 5, 7, 11, 19]","[-19, -18, -6, -2, -2, 7, 9, 13, 21]","[-42, -40, -16, -8, -8, 10, 14, 22, 38]","[-0.25, -0.25, -0.125, -0.05, -0.047619047619047616, 0.05263157894736842, 0.09090909090909091, 0.14285714285714285, 0.2]","[-21, -20, -8, -4, -4, 2, 5, 7, 11, 19]","[-21, -20, -4, -4, 5, 7, 11, 19]",-4,-4,-2,-8,-0.047619047619047616,-1.0,0.5,No-violate,Violate,Violate,No-violate,Violate,0,1,1,0,1
160,"[-30, -12, -1, -1, 10, 14]","[-30, -12, -1, -1, 10, 14]","[-28, -10, 1, 1, 12, 16]","[-60, -24, -2, -2, 20, 28]","[-1.0, -1.0, -0.08333333333333333, -0.03333333333333333, 0.07142857142857142, 0.1]","[-30, -12, -1, -1, 2, 10, 14]","[-30, -1, -1, 10, 14]",-1.0,-1.0,1.0,-2.0,-0.058333333333333334,-1.0,-1,No-violate,Violate,Violate,No-violate,No-violate,0,1,1,0,0
161,"[-21, -4, 25]","[-21, -4, 25]","[-19, -2, 27]","[-42, -8, 50]","[-0.25, -0.047619047619047616, 0.04]","[-21, -4, 2, 25]","[-4, 25]",-4,-4,-2,-8,-0.047619047619047616,-1.0,10.5,No-violate,Violate,Violate,No-violate,Violate,0,1,1,0,1
162,"[-3, -1, 10, 10, 19, 20, 24, 31]","[-3, -1, 10, 10, 19, 20, 24, 31]","[-1, 1, 12, 12, 21, 22, 26, 33]","[-6, -2, 20, 20, 38, 40, 48, 62]","[-1.0, -0.3333333333333333, 0.03225806451612903, 0.041666666666666664, 0.05, 0.05263157894736842, 0.1, 0.1]","[-3, -1, 2, 10, 10, 19, 20, 24, 31]","[-3, 10, 10, 19, 20, 24, 31]",14.5,14.5,16.5,29.0,0.04583333333333334,10.0,19,No-violate,No-violate,No-violate,Violate,Violate,0,0,0,1,1
163,"[-23, -16, 17]","[-23, -16, 17]","[-21, -14, 19]","[-46, -32, 34]","[-0.0625, -0.043478260869565216, 0.058823529411764705]","[-23, -16, 2, 17]","[-23, 17]",-16,-16,-14,-32,-0.043478260869565216,-7.0,-3.0,No-violate,Violate,Violate,No-violate,Violate,0,1,1,0,1
164,"[-19, -4, -3, 0, 0, 2, 9, 10, 16]","[-19, -4, -3, 0, 0, 2, 9, 10, 16]","[-17, -2, -1, 2, 2, 4, 11, 12, 18]","[-38, -8, -6, 0, 0, 4, 18, 20, 32]","[-0.05263157894736842, 0.0625, 'ZeroDivisionError', 0.5, 0.1111111111111111, -0.3333333333333333, 'ZeroDivisionError', -0.25, 0.1]","[-19, -4, -3, 0, 0, 2, 2, 9, 10, 16]","[-19, -4, -3, 0, 0, 2, 9, 10]",0,0,2,0,error,1.0,0.0,No-violate,No-violate,error,No-violate,No-violate,0,0,error,0,0
165,[],[],[],[],[],[2],[],error,error,error,error,error,2.0,error,error,error,error,error,error,error,error,error,error,error
166,"[-34, -31, -10, -8, 0, 7, 22, 25, 30]","[-34, -31, -10, -8, 0, 7, 22, 25, 30]","[-32, -29, -8, -6, 2, 9, 24, 27, 32]","[-68, -62, -20, -16, 0, 14, 44, 50, 60]","[-0.03225806451612903, -0.029411764705882353, 0.03333333333333333, 0.04, -0.1, 'ZeroDivisionError', 0.14285714285714285, 0.045454545454545456, -0.125]","[-34, -31, -10, -8, 0, 2, 7, 22, 25, 30]","[-34, -31, -10, 0, 7, 22, 25, 30]",0,0,2,0,error,1.0,3.5,No-violate,No-violate,error,No-violate,Violate,0,0,error,0,1
